Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	6933445	Ki	=	0.600000024	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	2153213	IC50	=	50	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	1597859	IC50	=	20	III
Curcumin	Curcumin	EP300	Protein	Q09472	Homo sapiens	IUPHAR	15383533	IC50	=	25000	III
JNJ-28312141	JNJ-28312141	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	19887542	IC50	=	0.689999998	III
JNJ-28312141	JNJ-28312141	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22037378	Kd	=	3.200000048	III
JNJ-28312141	JNJ-28312141	KIT	Protein	P10721	Homo sapiens	IUPHAR	19887542	IC50	=	5	III
JNJ-28312141	JNJ-28312141	LCK	Protein	P06239	Homo sapiens	IUPHAR	19887542	IC50	=	88	III
JNJ-28312141	JNJ-28312141	FLT3	Protein	P36888	Homo sapiens	IUPHAR	19887542	IC50	=	30	III
JNJ-28312141	JNJ-28312141	NTRK1	Protein	P04629	Homo sapiens	IUPHAR	19887542	IC50	=	15	III
SR9011	SR9011	NR1D1	Protein	P20393	Homo sapiens	IUPHAR	22460951	IC50	=	790	III
SR9011	SR9011	NR1D2	Protein	Q14995	Homo sapiens	IUPHAR	22460951	IC50	=	560	III
Tamoxifen Citrate	Tamoxifen Citrate	GPER1	Protein	Q99527	Homo sapiens	IUPHAR	15539556	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	EBP	Protein	Q15125	Homo sapiens	DrugBank	9618436	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	17404078	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	16326830	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	2011412	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	20827267	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	16010412	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	17158759	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	9048584	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR2	Protein	Q92731	Homo sapiens	DrugBank	16822624	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	PRKCZ	Protein	Q05513	Homo sapiens	DrugBank	3157445	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	DrugBank	2011412	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	DrugBank	20512796	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	DrugBank	11906441	NA	NA	NA	II
Tamoxifen Citrate	Tamoxifen Citrate	ESR1	Protein	P03372	Homo sapiens	IUPHAR	9048584	NA	NA	NA	II
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	ABL1	Protein	P00519	Homo sapiens	IUPHAR	19541823	IC50	=	14	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	19541823	IC50	=	6.599999905	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	15	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
Ridaforolimus	Ridaforolimus	MTOR	Protein	P42345	Homo sapiens	IUPHAR	21482695	IC50	=	0.200000003	III
Ibrutinib	Ibrutinib	BMX	Protein	P51813	Homo sapiens	IUPHAR	22394077	IC50	=	0.800000012	III
Ibrutinib	Ibrutinib	BLK	Protein	P51451	Homo sapiens	IUPHAR	22394077	IC50	=	0.5	III
Ibrutinib	Ibrutinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	25802231	NA	NA	NA	II
Ibrutinib	Ibrutinib	BTK	Protein	Q06187	Homo sapiens	IUPHAR	17154430	IC50	=	0.5	III
Navitoclax	Navitoclax	BCL2L2	Protein	Q92843	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Navitoclax	Navitoclax	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	18841882	Ki	<	1	III
Navitoclax	Navitoclax	BAD	Protein	Q92934	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Navitoclax	Navitoclax	BCL2	Protein	P10415	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Navitoclax	Navitoclax	BCL2	Protein	P10415	Homo sapiens	IUPHAR	18841882	Ki	<	1	III
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	14505258	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	10388095	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	15026471	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	22386564	Ki	=	0.02	III
Dubermatinib	Dubermatinib	AXL	Protein	P30530	Homo sapiens	IUPHAR	22247788	IC50	=	27	III
Dubermatinib	Dubermatinib	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	22247788	IC50	=	12.39999962	III
Dubermatinib	Dubermatinib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	22247788	IC50	=	3	III
Omacetaxine Mepesuccinate	Omacetaxine Mepesuccinate	50S ribosomal protein L2	Protein	P20276	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)	DrugBank	19362093	NA	NA	NA	II
Omacetaxine Mepesuccinate	Omacetaxine Mepesuccinate	RPL3	Protein	P39023	Homo sapiens	DrugBank	1730056	NA	NA	NA	II
Omacetaxine Mepesuccinate	Omacetaxine Mepesuccinate	RPL3	Protein	P39023	Homo sapiens	DrugBank	2583270	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	Nucleoside-specific channel-forming protein tsx	Protein	P0A927	Escherichia coli (strain K12)	DrugBank	17016423	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	Nucleoside-specific channel-forming protein tsx	Protein	P0A927	Escherichia coli (strain K12)	DrugBank	17139284	NA	NA	NA	II
Sirolimus	Sirolimus	FGF2	Protein	P09038	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Sirolimus	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Sirolimus	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	19620795	NA	NA	NA	II
Sirolimus	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Sirolimus	Sirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	20005306	NA	NA	NA	II
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	DrugBank	12742462	NA	NA	NA	II
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Sirolimus	Sirolimus	FKBP1A	Protein	P62942	Homo sapiens	IUPHAR	9857082	Ki	=	0.200000003	III
Lucitanib	Lucitanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22304225	IC50	=	8	III
Lucitanib	Lucitanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22304225	IC50	=	527	III
Lucitanib	Lucitanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22304225	IC50	=	13	III
Lucitanib	Lucitanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22304225	IC50	=	4	III
Lucitanib	Lucitanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	22304225	IC50	=	12	III
Lucitanib	Lucitanib	RET	Protein	P07949	Homo sapiens	IUPHAR	22304225	IC50	=	200	III
Lucitanib	Lucitanib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	22304225	IC50	=	7	III
SCH-772984	SCH-772984	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	23614898	IC50	=	4	III
SCH-772984	SCH-772984	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	23614898	IC50	=	1	III
Ramucirumab	Ramucirumab	KDR	Protein	P35968	Homo sapiens	DrugBank	2182794	NA	NA	NA	II
Ramucirumab	Ramucirumab	KDR	Protein	P35968	Homo sapiens	IUPHAR	12917408	IC50	=	1	III
Ramucirumab	Ramucirumab	KDR	Protein	P35968	Homo sapiens	IUPHAR	12917408	Kd	=	0.050000001	III
Alpelisib	Alpelisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	23726034	IC50	=	250	III
Alpelisib	Alpelisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	23726034	IC50	=	5	III
Alpelisib	Alpelisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	23726034	IC50	=	290	III
Alpelisib	Alpelisib	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	23726034	IC50	=	1200	III
Doramapimod	Doramapimod	MAPK14	Protein	Q16539	Homo sapiens	IUPHAR	22037378	Kd	=	0.449999988	III
Doramapimod	Doramapimod	MAPK14	Protein	Q16539	Homo sapiens	IUPHAR	22014550	IC50	=	20	III
Doramapimod	Doramapimod	MAPK12	Protein	P53778	Homo sapiens	IUPHAR	22014550	IC50	=	30	III
Doramapimod	Doramapimod	MAPK13	Protein	O15264	Homo sapiens	IUPHAR	22014550	IC50	=	300	III
Doramapimod	Doramapimod	MAPK11	Protein	Q15759	Homo sapiens	IUPHAR	22014550	IC50	=	7	III
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	1422285	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	17896789	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	19611402	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	20577993	NA	NA	NA	II
Busulfan	Busulfan	DNA	DNA	null	Homo sapiens	DrugBank	19361744	NA	NA	NA	II
STO609	STO609	CAMKK2	Protein	Q96RR4	Homo sapiens	IUPHAR	11867640	IC50	=	40	III
STO609	STO609	CAMKK1	Protein	Q8N5S9	Homo sapiens	IUPHAR	11867640	IC50	=	140	III
Ofatumumab	Ofatumumab	MS4A1	Protein	P11836	Homo sapiens	DrugBank	17768100	NA	NA	NA	II
Ofatumumab	Ofatumumab	MS4A1	Protein	P11836	Homo sapiens	DrugBank	19427037	NA	NA	NA	II
Ofatumumab	Ofatumumab	MS4A1	Protein	P11836	Homo sapiens	DrugBank	18388516	NA	NA	NA	II
Ofatumumab	Ofatumumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	=	0.120999999	I
Pomalidomide	Pomalidomide	PTGS2	Protein	P35354	Homo sapiens	DrugBank	17308870	NA	NA	NA	II
Pomalidomide	Pomalidomide	TNF	Protein	P01375	Homo sapiens	DrugBank	22917017	NA	NA	NA	II
Pomalidomide	Pomalidomide	CRBN	Protein	Q96SW2	Homo sapiens	DrugBank	20223979	NA	NA	NA	II
Pomalidomide	Pomalidomide	CRBN	Protein	Q96SW2	Homo sapiens	DrugBank	22552008	NA	NA	NA	II
Pomalidomide	Pomalidomide	CRBN	Protein	Q96SW2	Homo sapiens	DrugBank	23730498	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16234514	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17639997	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	14728934	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	6342772	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	2216725	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	10489446	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	CHD1	Protein	O14646	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Epirubicin Hydrochloride	Epirubicin Hydrochloride	CHD1	Protein	O14646	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tandutinib	Tandutinib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	12124172	IC50	=	3430	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	3	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	12124172	IC50	=	220	III
Tandutinib	Tandutinib	KIT	Protein	P10721	Homo sapiens	IUPHAR	12124172	IC50	=	170	III
Tandutinib	Tandutinib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	12124172	IC50	=	200	III
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	10687850	NA	NA	NA	II
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	10394541	NA	NA	NA	II
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	15758569	NA	NA	NA	II
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	9625809	NA	NA	NA	II
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	DrugBank	16809153	NA	NA	NA	II
Leuprolide Acetate	Leuprolide Acetate	GNRHR	Protein	P30968	Homo sapiens	IUPHAR	17095587	Ki	=		III
Leuprolide Acetate	Leuprolide Acetate	Gnrhr	Protein	P30969	Rat	IUPHAR	8013367	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	15763604	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	12724731	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	15032669	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	18979208	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	9264308	NA	NA	NA	II
Capecitabine	Capecitabine	RNA	RNA	null	Homo sapiens	DrugBank	9807659	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15709193	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	15709193	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15134221	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	10631692	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	16926630	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15866500	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15132128	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	15763604	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	12724731	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	15032669	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	18979208	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	9264308	NA	NA	NA	II
Capecitabine	Capecitabine	DNA	DNA	null	Homo sapiens	DrugBank	9807659	NA	NA	NA	II
Temsirolimus	Temsirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Temsirolimus	Temsirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	18265991	NA	NA	NA	II
Temsirolimus	Temsirolimus	MTOR	Protein	P42345	Homo sapiens	DrugBank	17935273	NA	NA	NA	II
Temsirolimus	Temsirolimus	MTOR	Protein	P42345	Homo sapiens	IUPHAR	21438579	IC50	=	1760	III
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	3806383	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	1312851	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	15104113	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	15321730	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	10378469	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	12477282	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	1394620	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	6094175	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	18501520	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	11408535	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	15380096	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	11741815	NA	NA	NA	II
Carmustine	Carmustine	DNA	DNA	null	Homo sapiens	DrugBank	18366283	NA	NA	NA	II
Carmustine	Carmustine	RNA	RNA	null	Homo sapiens	DrugBank	18366283	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	23537278	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	21378274	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	DrugBank	19513948	NA	NA	NA	II
mTOR Kinase Inhibitor PP242	mTOR Kinase Inhibitor PP242	PASK	Protein	Q96RG2	Homo sapiens	IUPHAR	18849971	NA	NA	NA	II
mTOR Kinase Inhibitor PP242	mTOR Kinase Inhibitor PP242	MTOR	Protein	P42345	Homo sapiens	IUPHAR	18849971	IC50	=	8	III
Volasertib	Volasertib	PLK1	Protein	P53350	Homo sapiens	IUPHAR	23103095	IC50	=	0.870000005	III
A-674563	A-674563	PRKACA	Protein	P17612	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
A-674563	A-674563	AKT1	Protein	P31749	Homo sapiens	IUPHAR	15956255	Ki	=	11	III
A-674563	A-674563	AKT1	Protein	P31749	Homo sapiens	IUPHAR	22037378	Kd	=	76	III
A-674563	A-674563	PKIA	Protein	P61925	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Saracatinib	Saracatinib	LCK	Protein	P06239	Homo sapiens	IUPHAR	17064066	IC50	<	4	III
Saracatinib	Saracatinib	ABL1	Protein	P00519	Homo sapiens	IUPHAR	17064066	IC50	=	30	III
Saracatinib	Saracatinib	YES1	Protein	P07947	Homo sapiens	IUPHAR	17064066	IC50	=	4	III
Saracatinib	Saracatinib	SRC	Protein	P12931	Homo sapiens	IUPHAR	17064066	IC50	=	2.700000048	III
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	18728707	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19337436	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19930708	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19436613	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	15814851	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	20360896	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	19156139	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	17020418	NA	NA	NA	II
Exemestane	Exemestane	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	2951074	IC50	=	50.09999847	III
Cobimetinib	Cobimetinib	MAP2K2	Protein	P36507	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	199	I
Cobimetinib	Cobimetinib	MAP2K1	Protein	Q02750	Homo sapiens	DrugBank	26384788	NA	NA	NA	II
Cobimetinib	Cobimetinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	0.899999976	I
Cobimetinib	Cobimetinib	MAP2K7	Protein	O14733	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	>	10000	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT2	Protein	P31751	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	12	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT1	Protein	P31749	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	5	I
Akt Inhibitor MK2206	Akt Inhibitor MK2206	AKT3	Protein	Q9Y243	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	65	I
Tipifarnib	Tipifarnib	FNTB	Protein	P49356	Homo sapiens	DrugBank	15805288	NA	NA	NA	II
Tipifarnib	Tipifarnib	FNTB	Protein	P49356	Homo sapiens	IUPHAR	11196150	IC50	=	0.860000014	III
Tipifarnib	Tipifarnib	FNTB	Protein	P49356	Homo sapiens	IUPHAR	12699751	IC50	=	0.860000014	III
CHIR-99021	CHIR-99021	GSK3B	Protein	P49841	Homo sapiens	IUPHAR	12606497	IC50	=	6.699999809	III
CHIR-99021	CHIR-99021	CDK1	Protein	P06493	Homo sapiens	IUPHAR	12606497	IC50	=	8800	III
CHIR-99021	CHIR-99021	MAPK1	Protein	P28482	Homo sapiens	IUPHAR	12606497	IC50	>	10000	III
CHIR-99021	CHIR-99021	GSK3A	Protein	P49840	Homo sapiens	IUPHAR	12606497	IC50	=	9.800000191	III
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11673690	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	10815932	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11566608	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11522647	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	11585753	NA	NA	NA	II
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	17416531	Ki	=	5.5	III
Gefitinib	Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	22037378	Kd	=	1	III
Pembrolizumab	Pembrolizumab	PDCD1	Protein	Q15116	Homo sapiens	DrugBank	25685857	NA	NA	NA	II
Pembrolizumab	Pembrolizumab	PDCD1	Protein	Q15116	Homo sapiens	IUPHAR	NA_IUPHAR	Kd	~	0.100000001	I
PI-103	PI-103	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	19584227	IC50	=	15	III
PI-103	PI-103	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	19584227	IC50	=	3	III
PI-103	PI-103	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	19584227	IC50	=	3	III
PI-103	PI-103	MTOR	Protein	P42345	Homo sapiens	IUPHAR	19584227	IC50	=	30	III
PI-103	PI-103	PIK3C2B	Protein	O00750	Homo sapiens	IUPHAR	17601739	IC50	=	10	III
PI-103	PI-103	PRKDC	Protein	P78527	Homo sapiens	IUPHAR	19584227	IC50	=	23	III
PI-103	PI-103	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	19584227	IC50	=	2	III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	DrugBank	23432625	NA	NA	NA	II
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21245089	IC50	=		III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21523318	IC50	=		III
Trametinib	Trametinib	MAP2K2	Protein	P36507	Homo sapiens	DrugBank	23432625	NA	NA	NA	II
Trametinib	Trametinib	MAP2K2	Protein	P36507	Homo sapiens	IUPHAR	21523318	IC50	=	1.799999952	III
Regorafenib	Regorafenib	PDGFRA	Protein	P16234	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	FRK	Protein	P42685	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Regorafenib	Regorafenib	EPHA2	Protein	P29317	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
