Drug	Target_Name	UniProt_ID	Target_Org	PubMedIDs
3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol	Cyclin-dependent kinase 2	P24941	Human	17016423|10592235|17139284
Caprylic acid	3-oxoacyl-[acyl-carrier-protein] synthase 1	P0A953	Escherichia coli (strain K12)	
Caprylic acid	Acyl-CoA thioesterase I	P0ADA1	Escherichia coli (strain K12)	
(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione	Chitinase B	P11797	Serratia marcescens	17016423|17139284
(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione	Chitinase	Q54276	Serratia marcescens	10592235
GSHNA	Glutathione S-transferase A3	Q16772	Human	17016423|10592235|17139284
Phosphonoserine	cAMP-dependent protein kinase catalytic subunit alpha	P17612	Human	17016423|10592235|17139284
Phosphonoserine	Anti-sigma F factor antagonist	O32723	Lysinibacillus sphaericus	17016423|17139284
Phosphonoserine	Fimbrial protein	P02974	Neisseria gonorrhoeae	17016423|17139284
Phosphonoserine	Alkaline phosphatase	P00634	Escherichia coli (strain K12)	17016423|17139284
Phosphonoserine	Serpin B3	P29508	Human	10592235
Phosphonoserine	Endo-1,4-beta-xylanase Y	P51584	Clostridium thermocellum	
Phosphonoserine	Rhodopsin	P08100	Human	17016423|10592235|17139284
Phosphonoserine	Serine/threonine-protein kinase TAO2	Q9UL54	Human	10592235
Phosphonoserine	Potassium voltage-gated channel subfamily C member 4	Q03721	Human	
Phosphonoserine	Lithostathine-1-alpha	P05451	Human	10592235
Phosphonoserine	Mothers against decapentaplegic homolog 2	Q15796	Human	10592235
Phosphonoserine	Glutaminase 1	O31465	Bacillus subtilis (strain 168)	
Phosphonoserine	Siroheme synthase	P25924	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	
Phosphonoserine	Phosphocarrier protein HPr	P07515	Enterococcus faecalis (strain ATCC 700802 / V583)	
Phosphonoserine	Cystic fibrosis transmembrane conductance regulator	P13569	Human	10592235
Phosphonoserine	3-phosphoinositide-dependent protein kinase 1	O15530	Human	17016423|17139284
Phosphonoserine	Serine/threonine-protein kinase pim-1	P11309	Human	17016423|17139284
Phosphonoserine	Protein kinase C theta type	Q04759	Human	17016423|17139284
Phosphonoserine	Glycogen phosphorylase, liver form	P06737	Human	17016423|17139284
Phosphonoserine	Phosphomannomutase/phosphoglucomutase	P26276	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
Phosphonoserine	Glycogen phosphorylase, muscle form	P11217	Human	17016423|10592235|17139284
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate	Cathepsin K	P43235	Human	10592235
Malonyl-Coenzyme A	3-oxoacyl-[acyl-carrier-protein] synthase 3	P0A6R0	Escherichia coli (strain K12)	17016423|17139284
2-(Carboxymethoxy)-5-[(2s)-2-({(2s)-2-[(3-Carboxypropanoyl)Amino] -3-Phenylpropanoyl}Amino)-3-Oxo-3-(Pentylamino)Propyl]Benzoic Acid	Tyrosine-protein phosphatase non-receptor type 1	P18031	Human	17016423|17139284
L-Glycero-D-Manno-Heptopyranose	Ferrichrome-iron receptor	P06971	Escherichia coli (strain K12)	17016423|17139284
Beta-Hydroxyasparagine	Mannan-binding lectin serine protease 2	O00187	Human	10592235
2,4-Dinitrophenol	Pentaerythritol tetranitrate reductase	P71278	Enterobacter cloacae	
Desvancosaminyl Vancomycin	Glycosyltransferase GtfD	Q9AFC7	Amycolatopsis orientalis	
Desvancosaminyl Vancomycin	Glycosyltransferase GtfA	P96558	Amycolatopsis orientalis	
S,S-(2-Hydroxyethyl)Thiocysteine	Serpin B5	P36952	Human	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	dTDP-4-dehydrorhamnose 3,5-epimerase	O06330	Mycobacterium tuberculosis	
S,S-(2-Hydroxyethyl)Thiocysteine	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	Q01064	Human	
S,S-(2-Hydroxyethyl)Thiocysteine	Sorting nexin-3	O60493	Human	10592235
S,S-(2-Hydroxyethyl)Thiocysteine	Transcription antiterminator LicT	P39805	Bacillus subtilis (strain 168)	
S,S-(2-Hydroxyethyl)Thiocysteine	Cytohesin-2	Q99418	Human	
S,S-(2-Hydroxyethyl)Thiocysteine	Thymidylate synthase	P0A884	Escherichia coli (strain K12)	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Human	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Thymidylate synthase	P04818	Human	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	cAMP-dependent protein kinase catalytic subunit alpha	P17612	Human	17016423|10592235|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Serine/threonine-protein kinase pim-1	P11309	Human	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Arginase-1	P05089	Human	17016423|10592235|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Beta-galactosidase	P00722	Escherichia coli (strain K12)	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Isocitrate dehydrogenase [NADP]	P39126	Bacillus subtilis (strain 168)	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Maltose-binding periplasmic protein	P0AEX9	Escherichia coli (strain K12)	17016423|17139284
S,S-(2-Hydroxyethyl)Thiocysteine	Delta-aminolevulinic acid dehydratase	P0ACB2	Escherichia coli (strain K12)	17016423|17139284
Benzylcysteine	Methylated-DNA--protein-cysteine methyltransferase	P16455	Human	17016423|17139284
Indole	Lysozyme	P00720	Enterobacteria phage T4	17016423|17139284
Indole	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Q05603	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	17016423|17139284
2-Amino-P-Cresol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Q05603	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	17016423|17139284
5-Nitroindazole	Nitric oxide synthase, inducible	P35228	Human	17016423|10592235|17139284
5-Nitroindazole	Nitric oxide synthase, endothelial	P29474	Human	17016423|17139284
L-Tryptophanamide	Tryptophan--tRNA ligase	P00953	Geobacillus stearothermophilus	17016423|10592235|17139284
L-Tryptophanamide	Tryptophan--tRNA ligase, cytoplasmic	P23381	Human	10592235
2s,3s-3-Methylaspartic Acid	3-methylaspartate ammonia-lyase	O66145	Citrobacter amalonaticus	
Glyphosate	3-phosphoshikimate 1-carboxyvinyltransferase	Q9S400	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	17016423|17139284|11752352
Glyphosate	3-phosphoshikimate 1-carboxyvinyltransferase	P0A6D3	Escherichia coli (strain K12)	17016423|17139284
Cholesterol	Nuclear receptor ROR-alpha	P35398	Human	17016423|10592235|17139284
(8ar)-Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione	Chitinase B	P11797	Serratia marcescens	17016423|17139284
3'-Azido-3'-Deoxythymidine-5'-Diphosphate	Nucleoside diphosphate kinase A	P15531	Human	17016423|10592235|17139284
2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One	Queuine tRNA-ribosyltransferase	P28720	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	17016423|10592235|17139284
1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide	Glycogen phosphorylase, muscle form	P11217	Human	17016423|10592235|17139284
(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol	Beta-glucosidase A	Q08638	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	17016423|17139284
(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol	Possible cellulase CelA1 (Endoglucanase) (Endo-1,4-beta-glucanase) (FI-cmcase) (Carboxymethyl cellulase)	Q79G13	Mycobacterium tuberculosis	
(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol	Endoglucanase 5A	O85465	Bacillus agaradhaerens	17016423|17139284
3-Deaza-Adenosine	IAG-nucleoside hydrolase	Q9GPQ4	Trypanosoma vivax	
Inhibitor Bea409	Gag-Pol polyprotein	P03366	HIV-1	17016423|17139284
4-Deoxy-D-Glucuronic Acid	Hyaluronate lyase	Q53591	Streptococcus agalactiae serotype III (strain NEM316)	17016423|17139284
4-Deoxy-D-Glucuronic Acid	Alginate lyase	Q9KWU1	Sphingomonas sp.	
4-Deoxy-D-Glucuronic Acid	Hyaluronate lyase	Q54873	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	17016423|17139284
4-Deoxy-D-Glucuronic Acid	Chondroitinase-B	Q46079	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	17016423|17139284
4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide	Carbonic anhydrase 2	P00918	Human	17016423|10592235|17139284
Delta-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)	Azurin	P00282	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
Fructose-1,6-Diphosphate	Glycerol kinase	P0A6F3	Escherichia coli (strain K12)	17016423|17139284
Fructose-1,6-Diphosphate	Pyruvate kinase PKLR	P30613	Human	17016423|17139284
Niflumic Acid	Phospholipase A2	P04054	Human	10592235|16301791
Niflumic Acid	Prostaglandin G/H synthase 2	P35354	Human	17485303|16301791|17098211
Niflumic Acid	Chloride channel protein ClC-Ka	P51800	Human	17659402
Niflumic Acid	Prostaglandin G/H synthase 1	P23219	Human	21600945
Niflumic Acid	Cytosolic phospholipase A2	P47712	Human	16301791
Niflumic Acid	UDP-glucuronosyltransferase 1-9	O60656	Human	16278927
2-Oxobutanoic Acid	Methylmalonyl-CoA carboxyltransferase 5S subunit	Q70AC7	Propionibacterium freudenreichii subsp. shermanii	17016423|17139284
2-Oxobutanoic Acid	1-aminocyclopropane-1-carboxylate deaminase	Q00740	Pseudomonas sp. (strain ACP)	17016423|17139284
8-Bromoadenosine-5'-Diphosphate	S-adenosylmethionine synthase	P0A820	Shigella flexneri	17016423|17139284
Cytidine-5'-Diphosphate	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Q8RQP5	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	17016423|17139284
Cytidine-5'-Diphosphate	N-acylneuraminate cytidylyltransferase	P0A0Z8	Neisseria meningitidis	17016423|17139284
Cytidine-5'-Diphosphate	Cytidylate kinase	P0A6I0	Escherichia coli (strain K12)	17016423|17139284
Cytidine-5'-Diphosphate	CDP-paratose 2-epimerase	P14169	Salmonella typhi	17016423|17139284
Cytidine-5'-Diphosphate	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	P62619	Shigella flexneri	17016423|17139284
Cytidine-5'-Diphosphate	3-deoxy-manno-octulosonate cytidylyltransferase	P42216	Escherichia coli	17016423|17139284
3-[(1s)-1-(Dimethylamino)Ethyl]Phenol	Acetylcholinesterase	P22303	Human	10592235
Arachidonic Acid	14 kDa fatty acid-binding protein	P29498	Blood fluke	17016423|17139284
Arachidonic Acid	Prostaglandin G/H synthase 1	P23219	Human	17016423|10592235|17139284
N-(Chlorophenyl)-N'-Hydroxyguanidine	Nitric oxide synthase, endothelial	P29474	Human	10592235
4,7-Dioxosebacic Acid	Delta-aminolevulinic acid dehydratase	P0ACB2	Escherichia coli (strain K12)	17016423|10592235|17139284
4,7-Dioxosebacic Acid	Delta-aminolevulinic acid dehydratase	P13716	Human	10592235
4,7-Dioxosebacic Acid	Delta-aminolevulinic acid dehydratase	Q59334	Chlorobaculum parvum (strain NCIB 8327)	10592235
4-Acetamido-2,4-Didexoy-D-Glycero-Beta-D-Galacto-Octopyranosylphosphonic Acid	Sialidase	P29768	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	17016423|17139284
Tricarballylic Acid	Aconitate hydratase, mitochondrial	Q99798	Human	17016423|10592235|17139284
CRA_9678	Trypsin-1	P07477	Human	17016423|10592235|17139284
Gluconolactone	Lactase-phlorizin hydrolase	P09848	Human	10592235
4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid	Neuraminidase	P06820	Influenza A virus (strain A/Tokyo/3/1967 H2N2)	17016423|17139284
Inosinic Acid	Inosine-5'-monophosphate dehydrogenase	P0C0H6	Streptococcus pyogenes	17016423|17139284
Inosinic Acid	Adenylosuccinate synthetase isozyme 1	Q8N142	Human	17016423|10592235|17139284
Inosinic Acid	Hypoxanthine phosphoribosyltransferase	P0A9M2	Escherichia coli (strain K12)	17016423|17139284
Inosinic Acid	Adenylosuccinate synthetase	Q83P33	Shigella flexneri	17016423|17139284
Inosinic Acid	Hypoxanthine-guanine phosphoribosyltransferase	Q27796	Trypanosoma cruzi	
Inosinic Acid	Glycogen phosphorylase, muscle form	P11217	Human	17016423|10592235|17139284
Inosinic Acid	Adenylosuccinate synthetase	P0A7D4	Escherichia coli (strain K12)	17016423|17139284
Inosinic Acid	Inosine-5'-monophosphate dehydrogenase 2	P12268	Human	17016423|10592235|17139284
5-Aminoimidazole Ribonucleoside	Putative sugar kinase	Q8ZKR2	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	
Formic Acid Benzyl Ester	Thermolysin	P43133	Geobacillus stearothermophilus	17016423|17139284
Latamoxef	Penicillin-binding protein 3	P42971	Bacillus subtilis (strain 168)	3918982|9841767
Latamoxef	Penicillin-binding protein 1A	P02918	Escherichia coli (strain K12)	3918982
Latamoxef	Penicillin-binding protein 1B	P02919	Escherichia coli (strain K12)	3918982
Latamoxef	D-alanyl-D-alanine carboxypeptidase DacB	P24228	Escherichia coli (strain K12)	3918982
Trioxsalen	DNA	null	Human	17373769|8718860|12081315|7499429
Thiotepa	DNA	null	Human	10913381|21160603|20459744|20454509
Estriol	Estrogen receptor	P03372	Human	11752352|2011412
Estriol	Estrogen receptor beta	Q92731	Human	16199482
Estrone sulfate	Estrogen receptor	P03372	Human	17138652|17125913|11752352|2011412
Estrone sulfate	Estrogen receptor beta	Q92731	Human	17464340|2011412
Quinestrol	Estrogen receptor	P03372	Human	17016423|21075131|17139284|11752352
Fleroxacin	DNA topoisomerase 2-alpha	P11388	Human	1323952|3015015|11752352
Fleroxacin	DNA gyrase subunit A	P43700	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	15857125|8861529
Fleroxacin	DNA topoisomerase 4 subunit A	P43702	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	12473806|16034208|16517894|9293187
1-(1-phenylcyclopentyl)methylamine	Dipeptidyl peptidase 4	P27487	Human	10592235
(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	Dipeptidyl peptidase 4	P27487	Human	10592235
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-	Cathepsin B	P07858	Human	10592235
1-Methyl-2-quinolone	Putative uncharacterized protein	Q57VC7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	
1-benzylimidazole	Glutaminyl-peptide cyclotransferase	Q16769	Human	
5-(AMINOCARBONYL)-1,1':4',1''-TERPHENYL-3-CARBOXYLICACID	Dihydroorotate dehydrogenase (quinone), mitochondrial	Q02127	Human	10592235
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID	Arginase-1	P05089	Human	10592235
2-bromophenol	Thymidylate synthase	P0A884	Escherichia coli (strain K12)	
N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	Heat shock protein HSP 90-alpha	P07900	Human	10592235
(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID	Coagulation factor VII	P08709	Human	
N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE	Prothrombin	P00734	Human	10592235
3-Bromo-3-buten-1-ol	Methane monooxygenase component A alpha chain	P22869	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	
3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID	Coagulation factor VII	P08709	Human	
3-hydroxyglutaric acid	Hydroxymethylglutaryl-CoA lyase, mitochondrial	P35914	Human	
4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE-(1->4)-BETA-D-GLUCURONIC ACID	Xanthan lyase	Q9AQS0	Bacillus sp. (strain GL1)	
[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]	Xanthan lyase	Q9AQS0	Bacillus sp. (strain GL1)	
2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID	3-hydroxyanthranilate 3,4-dioxygenase	Q1LCS4	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)	
Aniracetam	5-hydroxytryptamine receptor 2A	P28223	Human	11412837
Aniracetam	D(2) dopamine receptor	P14416	Human	11412837
Aniracetam	Glutamate receptor 2	P42262	Human	10592235
Aniracetam	Glutamate receptor 3	P42263	Human	10592235
4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE	Carbonic anhydrase 2	P00918	Human	10592235
4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE	Carbonic anhydrase 2	P00918	Human	10592235
PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE	60S ribosomal protein L37	P61927	Human	10592235
5-iodotubercidin	Casein kinase I isoform gamma-2	P78368	Human	10592235
5-iodotubercidin	Serine/threonine-protein kinase haspin	Q8TF76	Human	10592235
5-iodotubercidin	Mitogen-activated protein kinase 3	P27361	Human	10592235
5-Aminoisoquinoline	Putative uncharacterized protein	Q57VC7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	
2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)	Coagulation factor VII	P08709	Human	
PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE	Cyclin-dependent kinase 2	P24941	Human	10592235
9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE	Wee1-like protein kinase	P30291	Human	10592235
INHIBITOR Q8467 OF DUPONT MERCK	Gag-Pol polyprotein	P04585	HIV-1	
7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	P26281	Escherichia coli (strain K12)	10592235
N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE	E3 ubiquitin-protein ligase XIAP	P98170	Human	
(R)-tacrine(10)-hupyridone	Acetylcholinesterase	P22303	Human	10592235
(S)-tacrine(10)-hupyridone	Acetylcholinesterase	P22303	Human	10592235
TACRINE(8)-4-AMINOQUINOLINE	Acetylcholinesterase	P22303	Human	10592235
(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM	Acetylcholinesterase	P22303	Human	10592235
4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE	Pancreatic alpha-amylase	P04746	Human	
ACETOPHENONE	R-specific alcohol dehydrogenase	Q84EX5	Lactobacillus brevis	
Cycloleucine	Glutamate receptor ionotropic, NMDA 1	Q05586	Human	2556198|2843389|10592235|2170997
N-ACETYLHISTAMINE	Glutaminyl-peptide cyclotransferase	Q16769	Human	
2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE	Pol protein	Q8Q3H0	Human immunodeficiency virus 1	
DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME)	Aklanonic acid methyl ester cyclase	O52646	Streptomyces galilaeus	10592235
Apramycin	16S rRNA	null	Enteric bacteria and other eubacteria	1915283|17150729
Cyclouridine	Uridine phosphorylase	P0A1F6	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	
Allosamidin	Chitinase B	P11797	Serratia marcescens	17915946|14726210
Allosamidin	Chitinase A	P07254	Serratia marcescens	
Aplyronine A	Actin, alpha skeletal muscle	P68133	Human	10592235
Aldosterone	Mineralocorticoid receptor	P08235	Human	9392437|17724138|10592235
Atpenin A5	Succinate dehydrogenase flavoprotein subunit	P0AC41	Escherichia coli (strain K12)	10592235
Atpenin A5	Succinate dehydrogenase iron-sulfur subunit	P07014	Escherichia coli (strain K12)	10592235
Atpenin A5	Succinate dehydrogenase cytochrome b556 subunit	P69054	Escherichia coli (strain K12)	10592235
Atpenin A5	Succinate dehydrogenase hydrophobic membrane anchor subunit	P0AC44	Escherichia coli (strain K12)	10592235
4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE	Mitogen-activated protein kinase 14	Q16539	Human	10592235
N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine	Diamine acetyltransferase 1	P21673	Human	10592235|16455797
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	Genome polyprotein	P13901	HHAV	10592235
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	Genome polyprotein	P08617	HHAV	10592235
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	Genome polyprotein	P06441	HHAV	10592235
Glutamine t-butyl ester	Glutaminyl-peptide cyclotransferase	Q16769	Human	
6-Bromo-1-hexanol	Methane monooxygenase component A alpha chain	P22869	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	
2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	O14983	Human	10592235
Biphenylalanine	Envelope glycoprotein gp160	P35961	HIV-1	10592235
Biphenylalanine	Ig gamma-1 chain C region	P01857	Human	10592235
Naphthalene-2,6-disulfonic acid	L-lactate dehydrogenase	Q27743	Plasmodium falciparum (isolate CDC / Honduras)	
Naphthalene-2,6-disulfonic acid	Bacterioferritin comigratory protein	Q8P9V9	Xanthomonas campestris pv. campestris (strain ATCC 33913 / NCPPB 528 / LMG 568)	10592235
3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID	L-lactate dehydrogenase	Q27743	Plasmodium falciparum (isolate CDC / Honduras)	
7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID	Glycogen phosphorylase, muscle form	P11217	Human	10592235
4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID	Glycogen phosphorylase, muscle form	P11217	Human	10592235
4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID	Glycogen phosphorylase, muscle form	P11217	Human	10592235
5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID	Glycogen phosphorylase, muscle form	P11217	Human	10592235
Dibromothymoquinone	Cytochrome b6	P83791	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex iron-sulfur subunit	P83794	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex subunit 4	P83792	Mastigocladus laminosus	10592235
Dibromothymoquinone	Apocytochrome f	P83793	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex subunit 5	P83797	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex subunit 6	P83795	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex subunit 7	P83796	Mastigocladus laminosus	10592235
Dibromothymoquinone	Cytochrome b6-f complex subunit 8	P83798	Mastigocladus laminosus	10592235
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA	D-alanyl-D-alanine carboxypeptidase DacA	P0AEB3	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	15938610
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA	D-alanyl-D-alanine carboxypeptidase DacA	P0AEB2	Escherichia coli (strain K12)	
S-propylamine-L-cysteine	Arginase-1	P05089	Human	10592235
TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S	Blasticidin-S deaminase	P0C2P0	Aspergillus terreus	
5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID	Streptavidin	P22629	Streptomyces avidinii	10592235
BIOTINOL-5-AMP	Bifunctional protein BirA	P06709	Escherichia coli (strain K12)	
(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	Mineralocorticoid receptor	P08235	Human	10592235
(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	Corticosteroid 11-beta-dehydrogenase isozyme 1	P28845	Human	10592235
(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	Nuclear receptor coactivator 1	Q15788	Human	10592235
CBZ-LEU-LEU-TYR-CH2F	Calpain-1 catalytic subunit	P07384	Human	
4-PIPERIDIN-4-YLBUTANAL	Trypsin-1	P07477	Human	10592235
4-PIPERIDIN-4-YLBUTANAL	Tryptase beta-2	P20231	Human	
METOPRINE, METHODICHLOROPHEN	Histamine N-methyltransferase	P50135	Human	10592235
1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID	3-dehydroquinate dehydratase	P15474	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	10592235
Carboxin	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	P31040	Human	10592235
(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL	Beta-glucosidase A	Q08638	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	Lactase-phlorizin hydrolase	P09848	Human	10592235
Choline alfoscerate	Ganglioside GM2 activator	P17900	Human	
