DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB06709,Methacholine,55-92-5,SmallMoleculeDrug,C07471,"",1993,99443261,6804,PA165958382,"",,,,9543,"","",Methacholine,"",,,,
DB06710,Methyltestosterone,58-18-4,SmallMoleculeDrug,C07198,D00408,6010,99443262,27436,PA165958383,"",,,,7497,"","",Methyltestosterone,"",,,,
DB06711,Naphazoline,835-31-4,SmallMoleculeDrug,"",D08253,4436,99443263,"",PA165958384,"",,,,9542,"","",Naphazoline,"",,,50027061,
DB06712,Nilvadipine,75530-68-6,SmallMoleculeDrug,"",D01908,4494,99443264,"",PA165958385,"",,,,"","","",Nilvadipine,"",,,50017328,
DB06713,Norelgestromin,53016-31-2,SmallMoleculeDrug,"",D05205,13752005,99443265,"","","",,,,12172,"","",Norelgestromin,"",,,,
DB06714,Propylhexedrine,3595-11-7,SmallMoleculeDrug,"",D05637,7558,99443266,"",PA165958387,"",,,,"","","",Propylhexedrine,"",,,,
DB06715,Potassium Iodide,7681-11-0,SmallMoleculeDrug,C08219,D01016,4875,99443267,"","","",,,,9231,"","",SSKI,"",,4709,,
DB06716,Fospropofol,258516-87-9,SmallMoleculeDrug,"",D04257,3038498,99443268,"",PA165958389,"",,,,"",http://www.rxlist.com/lusedra-drug.htm,"",Fospropofol,http://www.drugs.com/ppa/fospropofol.html,,,,
DB06717,Fosaprepitant,172673-20-0,SmallMoleculeDrug,"",D06597,219090,99443269,"",PA165958390,"",,,,20449,"","",Fosaprepitant,"",,,,
DB06718,Stanozolol,10418-03-8,SmallMoleculeDrug,C07311,"",5277,99443270,"",PA165958391,"",,,,7457,"","",Stanozolol,"",,,,
DB06719,Buserelin,57982-77-1,BiotechDrug,"",D01831,,,"","","","","","",11250; 7345,"","",Buserelin,"",,,,
DB06720,Velaglucerase alfa,884604-91-5,BiotechDrug,"",D09029,,,"","","",P04062,Glucosylceramidase,"",20635,http://www.rxlist.com/vpriv-drug.htm,http://www.pdrhealth.com/info/v1us/vpriv,Velaglucerase_alfa,http://www.drugs.com/vpriv.html3,,,,
DB06723,Aluminum hydroxide,"",SmallMoleculeDrug,"","",10176082,175427087,"","","",,,,721,"","",,"",,,,
DB06724,Calcium carbonate,471-34-1,SmallMoleculeDrug,C08129,D00932,10112,310264878,3311,"","",,,,671,"","",Calcium_carbonate,"",,,,
DB06725,Lornoxicam,70374-39-9,SmallMoleculeDrug,"",D01866,54690031,99443271,"",PA165958395,"",,,,"","","",Lornoxicam,"",,4445392,,
DB06729,Sulfaphenazole,526-08-9,SmallMoleculeDrug,"",D01954,5335,99443275,"",PA130231310,"",,,,"","","",Sulfaphenazole,http://www.drugs.com/international/sulfabid.html,,5144,50090677,
DB06730,Gestodene,60282-87-3,SmallMoleculeDrug,"","",3033968,99443276,"",PA165958397,"",,,,"","","",Gestodene,"",,2298532,,
DB06738,Ketobemidone,469-79-4,SmallMoleculeDrug,C11792,D08100,10101,175427088,"","","",,,,"","","",Ketobemidone,"",,,50045604,
DB06742,Ambroxol,18683-91-5,SmallMoleculeDrug,"","",2132,10392192,"","","",,,,"","","",Ambroxol,"",,,,
DB06751,Drotaverine,985-12-6,SmallMoleculeDrug,"","",1712095,99443287,"",PA165958398,"",,,,"","","",Drotaverine,"",,1361582,,
DB06756,Glycine betaine,107-43-7,SmallMoleculeDrug,C00719,D07523,247,310264879,17750,"","",,,,6871; 8811,"","",Trimethylglycine,http://www.drugs.com/pro/cystadane.html,,,,
DB06757,Manganese,7439-96-5,SmallMoleculeDrug,C00034,D04854,27854,310264880,29035,"","",,,,6893; 9229; 10194,"","",Manganese,http://www.drugs.com/pro/manganese.html,,,,
DB06760,Sacrosidase,"",BiotechDrug,"",D05782,,,"","","","","","","","","",Sacrosidase,http://www.drugs.com/cdi/sacrosidase.html,,,,
DB06761,Beractant,"",BiotechDrug,"",D03096,,,"","","","","","",738,"","",Beractant,http://www.drugs.com/mtm/beractant.html,,,,
DB06764,Tetryzoline,84-22-0,SmallMoleculeDrug,C07912,D08578,5419,310264881,28674,"","",,,,6057,"","",Tetrahydrozoline,http://www.drugs.com/international/tetryzoline.html,,,,
DB06766,Alcaftadine,147084-10-4,SmallMoleculeDrug,"",D06552,19371515,99443288,71023,PA165958399,"",,,,"",http://www.rxlist.com/lastacaft-drug.htm,"",,http://www.drugs.com/pro/lastacaft.html,,14201635,,
DB06767,Ammonium chloride,,SmallMoleculeDrug,,,,,,,,,,,318,,,,,,,,
DB06768,Ammonium lactate,515-98-0,SmallMoleculeDrug,"",D02920,62358,175427089,"",PA165958400,"",,,,"","","",Ammonium_lactate,"",,,,
DB06769,Bendamustine,16506-27-7,SmallMoleculeDrug,"",D07085,,,"","","",,,,13270,"","",Bendamustine,"",,,,
DB06770,Benzyl alcohol,100-51-6,SmallMoleculeDrug,"",D00077,244,175427090,17987,"","",,,,8706,http://www.rxlist.com/ulesfia-drug.htm,"",Benzyl_alcohol,"",,,,
DB06771,Besifloxacin,141388-76-3,SmallMoleculeDrug,"",D08872,10178705,175427091,"","","",,,,20556,http://www.rxlist.com/besivance-drug.htm,"",Besifloxacin,http://www.drugs.com/besivance.html,,,,
DB06772,Cabazitaxel,183133-96-2,SmallMoleculeDrug,"",D09755,9854073,99443289,63584,PA165958401,"",,,,20792,http://www.rxlist.com/jevtana-drug.htm,"",Cabazitaxel,http://www.drugs.com/pro/jevtana.html,,8029779,,
DB06773,Human calcitonin,"",BiotechDrug,"","",,,"","","","","","","","","",Calcitonin,"",,,,
DB06774,Capsaicin,404-86-4,SmallMoleculeDrug,C06866,"",,,3374,"","",,,,3610,http://www.rxlist.com/qutenza-drug.htm,"",Capsaicin,http://www.drugs.com/ppa/capsaicin.html,,,,
DB06775,Carglumic Acid,1188-38-1,SmallMoleculeDrug,C05829,D07130,121396,99443290,71028,PA165958402,"",,,,22593,http://www.rxlist.com/carbaglu-drug.htm,"",Carglumic_acid,http://www.drugs.com/carbaglu.html,,108351,,
DB06777,Chenodeoxycholic acid,474-25-9,SmallMoleculeDrug,C02528,D00163,10133,99443291,16755,PA165958403,"",,,,"","","",Chenodeoxycholic_acid,http://www.drugs.com/cdi/chenodiol.html,,9728,,
DB06779,Dalteparin,9041-08-1,SmallMoleculeDrug,"",D03353,,,"","","",,,,269,"","",Dalteparin_sodium,"",,,,
DB06781,Difluprednate,23674-86-4,SmallMoleculeDrug,"",D01266,443936,99443292,"",PA165958405,"",,,,22159,http://www.rxlist.com/durezol-drug.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=dur1999.html&contentName=Durezol&contentId=269,Difluprednate,http://www.drugs.com/durezol.html,,391990,,
DB06782,Dimercaprol,59-52-9,SmallMoleculeDrug,C02924,D00167,3080,99443293,554382,PA165958406,"",,,,5643,"","",Dimercaprol,"",,2971,,
DB06783,Prussian blue,14038-43-8,SmallMoleculeDrug,"","",2724251,310264883,30069,"","",,,,18418,"","",Prussian_blue,"",,,,
DB06785,Ganirelix,129311-55-3,SmallMoleculeDrug,"",D08010,16130957,310264884,"","","",,,,12713,http://www.rxlist.com/ganirelix-drug.htm,http://www.pdrhealth.com/drugs/ganirelix-acetate,Ganirelix,http://www.drugs.com/mtm/ganirelix.html,,,50102454,
DB06786,Halcinonide,3093-35-4,SmallMoleculeDrug,"",D01308,,,"","","",,,,7506,http://www.rxlist.com/halog-drug.htm,http://www.pdr.net/drug-summary/Halog-Cream-halcinonide-904,Halcinonide,http://www.drugs.com/mtm/halog.html,,,,
DB06787,Hexocyclium,6004-98-4,SmallMoleculeDrug,"","",24199,310264885,"","","",,,,"","","",Hexocyclium,"",,,,
DB06788,Histrelin,76712-82-8,SmallMoleculeDrug,"",D02369,,,63530,"","",,,,18561,http://www.rxlist.com/vantas-drug.htm,http://www.pdrhealth.com/drugs/supprelin-la,Histrelin,http://www.drugs.com/mtm/histrelin-implant.html,,,,
DB06789,Hydroxyprogesterone caproate,630-56-8,SmallMoleculeDrug,"",D00949,169870,310264886,5812,"","",,,,"",http://www.rxlist.com/makena-drug.htm,http://www.pdrhealth.com/drugs/makena,Hydroxyprogesterone_caproate,http://www.drugs.com/makena.html,,,,
DB06790,Iron sucrose,"",SmallMoleculeDrug,"","",,,"","","",,,,"",http://www.rxlist.com:80/venofer-drug.htm,"",,http://www.drugs.com/mtm/iron-sucrose-injection.html,,,,
DB06791,Lanreotide,108736-35-2,SmallMoleculeDrug,"",D04666,71349,310264887,"","","",,,,19728,http://www.rxlist.com/somatuline-depot-drug.htm,http://www.pdrhealth.com/drugs/somatuline-depot,Lanreotide,http://www.drugs.com/mtm/lanreotide.html,,,,
DB06792,Lanthanum carbonate,587-26-8,SmallMoleculeDrug,"","",168924,310264888,"","","",,,,"","","",Lanthanum_carbonate,http://www.drugs.com/mtm/lanthanum-carbonate.html,,,,
DB06793,Levopropoxyphene,2338-37-6,SmallMoleculeDrug,"","",10100,310264889,"","","",,,,"","","",Levopropoxyphene,"",,,,
DB06794,Lodoxamide,63610-09-3,SmallMoleculeDrug,"",D04762,44564,310264890,"","","",,,,11177,http://www.rxlist.com/alomide-drug.htm,"",Lodoxamide,http://www.drugs.com/pro/alomide.html,,,,
DB06795,Mafenide,138-39-6,SmallMoleculeDrug,"",D02351,3998,310264891,"","","",,,,11904,"","",Mafenide,http://www.drugs.com/international/Mafenide.html,,,,
DB06796,Mangafodipir,119797-12-5,SmallMoleculeDrug,"","",3086672,310264892,"","","",,,,11970,"","",Mangafodipir,"",,,,
DB06799,Hexamethylenetetramine,100-97-0,SmallMoleculeDrug,"",D00393,4101,310264893,6824,"","",,,,7069; 7068; 7065,"","",Hexamethylenetetramine,"",,,,
DB06800,Methylnaltrexone,73232-52-7,SmallMoleculeDrug,"",D06618,5361918,175427092,"","","",,,,20208,http://www.rxlist.com/relistor-drug.htm,"",Methylnaltrexone,http://www.drugs.com/cdi/methylnaltrexone.html,,,,
DB06802,Nepafenac,78281-72-8,SmallMoleculeDrug,"",D05143,151075,99443294,"",PA165958407,"",,,,20215,http://www.rxlist.com/nevanac-drug.htm,"",Nepafenac,http://www.drugs.com/ppa/nepafenac.html,,133160,,
DB06803,Niclosamide,50-65-7,SmallMoleculeDrug,"",D00436,4477,99443295,"",PA165958408,"",,,,"","","",Niclosamide,http://www.drugs.com/cons/niclosamide.html,,4322,,
DB06804,Nonoxynol-9,26571-11-9,SmallMoleculeDrug,"","",72385,99443296,445872,"","",,,,"","","",Nonoxynol-9,"",,65319,,
DB06809,Plerixafor,110078-46-1,SmallMoleculeDrug,"",D08971,65015,99443297,120346,PA165958410,"",,,,21077,http://www.rxlist.com/mozobil-drug.htm,"",Plerixafor,http://www.drugs.com/ppa/plerixafor.html,,58531,,
DB06810,Plicamycin,18378-89-7,SmallMoleculeDrug,C12389,D00468,163659,99443298,31856,PA165958411,"",,,,"",http://www.rxlist.com/mithracin-drug.htm,"",Plicamycin,http://www.drugs.com/mtm/plicamycin.html,,,,
DB06811,Polidocanol,3055-99-0,SmallMoleculeDrug,C13493,D01993,,,46859,"",CE9,,,,12518,http://www.rxlist.com/asclera-drug.htm,http://www.pdrhealth.com/info/v1us/asclera,Polidocanol,http://www.drugs.com/international/asclera.html,,,,
DB06812,Povidone-iodine,25655-41-8,SmallMoleculeDrug,"","",,,"","","",,,,5401,"","",Povidone-iodine,"",,,,
DB06813,Pralatrexate,146464-95-1,SmallMoleculeDrug,"",D05589,148121,175427094,71223,"","",,,,"",http://www.rxlist.com/folotyn-drug.htm,"",Pralatrexate,http://www.drugs.com/cdi/pralatrexate.html,,,,
DB06816,Pyrvinium,7187-62-4,SmallMoleculeDrug,"","",5281035,310264894,8687,"","",,,,11699,"","",Pyrvinium,"",,,,
DB06817,Raltegravir,518048-05-0,SmallMoleculeDrug,"",D06676,54671008,175427095,"","","",,,,20173,"","",Raltegravir,http://www.drugs.com/monograph/isentress.html,,,,
DB06819,Sodium phenylbutyrate,1716-12-7,SmallMoleculeDrug,"","",5258,310264895,75316,"","",,,,22565,"","","","",,,,
DB06820,Sulconazole,61318-90-9,SmallMoleculeDrug,"",D08535,5318,310264896,9325,"","",,,,"",http://www.rxlist.com/exelderm-drug.htm,"",Sulconazole,http://www.drugs.com/mtm/sulconazole-topical.html,,,,
DB06822,Tinzaparin,9041-08-1,SmallMoleculeDrug,"",D06398,,,"","","",,,,619,"","","","",,,,
DB06823,Tiopronin,1953-02-2,SmallMoleculeDrug,"",D01430,,,32229,"","",,,,"","","",Tiopronin,http://www.drugs.com/cdi/tiopronin.html,,,50020805,
DB06824,Triethylenetetramine,112-24-3,SmallMoleculeDrug,C07166,"",5565,310264897,39501,"","",,,,"","","",Triethylenetetramine,"",,,,
DB06825,Triptorelin,57773-63-4,SmallMoleculeDrug,"",D06247,25074470,310264898,63633,"","",,,,11874; 21395,http://www.rxlist.com/trelstar-drug.htm,"",Triptorelin,http://www.drugs.com/search.php?searchterm=triptorelin,,,,
DB06826,Unoprostone,"",SmallMoleculeDrug,"","",,,"","","",,,,12696,"","","","",,,,
DB06827,Viomycin,32988-50-4,SmallMoleculeDrug,C01540,"",3037981,175427096,15782,"","",,,,"","","",Viomycin,"",,,,
DB07615,Tranilast,53902-12-8,SmallMoleculeDrug,"",D02027,5282230,99444086,77572,"",D27,,,,"","","",Tranilast,"",,4445411,,
DB08439,Parecoxib,198470-84-7,SmallMoleculeDrug,"",D02709,119828,99444910,73038,"",PXB,,,,"","","",Parecoxib,"",,,,
DB08604,Triclosan,3380-34-5,SmallMoleculeDrug,C12059,D06226,5564,99445075,164200,"",TCL,,,,2813,"","",Triclosan,"",,,,
DB08792,Diloxanide,3736-81-0,SmallMoleculeDrug,"","",19529,99445263,"",PA165958413,"",,,,"","","",Diloxanide_furoate,http://www.drugs.com/mmx/diloxanide-furoate.html,,18400,,
DB08795,Azidocillin,17243-38-8,SmallMoleculeDrug,"","",15574941,99445265,51758,PA165958414,"",,,,"","","",Azidocillin,"",,,,
DB08796,Pipazethate,2167-85-3,SmallMoleculeDrug,"",D05484,22425,99445266,"",PA165958415,"",,,,"","","",Pipazetate,"",,21046,,
DB08797,Salicylamide,65-45-2,SmallMoleculeDrug,"","",5147,99445267,"","","",,,,9537,"","",Salicylamide,"",,,,
DB08798,Sulfamoxole,729-99-7,SmallMoleculeDrug,"",D02516,12894,99445268,55548,PA165958417,"",,,,"","","",Sulfamoxole,"",,12361,,
DB08799,Antazoline,91-75-8,SmallMoleculeDrug,"",D07458,2200,99445269,"",PA165958418,"",,,,4165; 6614,"","",Antazoline,"",,2115,,
DB08800,Chloropyramine,59-32-5,SmallMoleculeDrug,"",D07195,25295,99445270,"",PA165958419,C4C,,,,"","","","","",,23628,,
DB08801,Dimetindene,5636-83-9,SmallMoleculeDrug,"",D07853,21855,99445271,"",PA165958420,"",,,,"","","",Dimetindene,"",,20541,,
DB08802,Isothipendyl,482-15-5,SmallMoleculeDrug,"",D08091,3781,99445272,"",PA165958421,"",,,,"","","",Isothipendyl,"",,3649,,
DB08803,Tymazoline,24243-97-8,SmallMoleculeDrug,"",D07373,34154,99445273,"",PA165958422,"",,,,"","","",Tymazoline,"",,31478,,
DB08804,Nandrolone decanoate,360-70-3,SmallMoleculeDrug,C08154,D00955,9677,99445274,"",PA165958423,"","","","",7464,"","",Nandrolone_decanoate,http://www.drugs.com/cdi/nandrolone.html,,9296,,DAP000903
DB08806,Roxatidine acetate,78628-28-1,SmallMoleculeDrug,"",D08495,5105,99445276,"",PA165958424,"",,,,"","","",Roxatidine,"",,4926,,
DB08807,Bopindolol,69010-88-4,SmallMoleculeDrug,"",D07537,44112,99445277,355377,PA165958425,"",,,,"","","",Bopindolol,"",,40146,,
DB08808,Bupranolol,23284-25-5,SmallMoleculeDrug,"",D07590,2475,99445278,"",PA165958426,"",,,,"","","","","",,2381,,
DB08810,Cinitapride,66564-14-5,SmallMoleculeDrug,"",D07700,68867,175427098,"",PA165958427,"",,,,"","","",Cinitapride,"",,,,
DB08811,Tofisopam,22345-47-7,SmallMoleculeDrug,"",D01254,5502,175427099,"",PA165958428,"",,,,"","","",Tofisopam,"",,,,
DB08813,Nadroparin,9041-08-1,SmallMoleculeDrug,"","",,,"","","",,,,11714,"","","","",,,,
DB08814,Triflusal,"",SmallMoleculeDrug,"","",,,"","","",,,,"","","","","",,,,
DB08815,Lurasidone,367514-87-2,SmallMoleculeDrug,"",D04820,213046,175427100,70735,"","",,,,21372,http://www.rxlist.com/latuda-drug.htm,"",Lurasidone,http://www.drugs.com/cdi/lurasidone.html,,,,
DB08816,Ticagrelor,274693-27-5,SmallMoleculeDrug,"",D09017,9871419,175427101,"","","",,,,20742,http://www.rxlist.com/brilinta-drug.htm,"",Ticagrelor,http://www.drugs.com/cdi/ticagrelor.html,,,,
DB08818,Hyaluronic acid,9004-61-9,SmallMoleculeDrug,C00518,D08043,24759,310264899,"",PA165958431,"",,,,1954,"","",Sodium_hyaluronate,"",,,,
DB08819,Tafluprost,209860-87-7,SmallMoleculeDrug,C12599,D06274,9868491,175427102,66899,PA165958432,"",,,,22289,http://www.rxlist.com/zioptan-drug.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vir1605.shtml,Tafluprost,http://www.drugs.com/zioptan.html,,,50008984,
DB08820,Ivacaftor,873054-44-5,SmallMoleculeDrug,"",D09916,16220172,175427103,66901,"","",,,,21511,http://www.rxlist.com/kalydeco-drug.htm,"",Ivacaftor,http://www.drugs.com/kalydeco.html,,,,
DB08822,Azilsartan medoxomil,147403-03-0,SmallMoleculeDrug,"",D08865,11238823,175427104,68845,"","",,,,21230,http://www.rxlist.com/edarbi-drug.htm,"",Azilsartan,http://www.drugs.com/ingredient/azilsartan-medoxomil.html,,,,
DB08823,Spinosad,168316-95-8,SmallMoleculeDrug,"",D09384,73425381,175427105,39211,"","",,,,20518,http://fdb.rxlist.com/drugs/drug-155230-spinosad+Top.aspx?drugid=155230&drugname=spinosad+Top&source,http://www.pdrhealth.com/info/v1us/spinosad,Spinosad,http://www.drugs.com/mtm/spinosad-topical.html,,,,
DB08824,Ioflupane I 123,155798-07-5,SmallMoleculeDrug,"",D10014,14930278,175427106,68855,"","",,,,"","",http://www.pdrhealth.com/info/v1us/ioflupane,Ioflupane,http://www.drugs.com/mtm/ioflupane-i-123.html,,,,
DB08826,Deferiprone,30652-11-0,SmallMoleculeDrug,"",D07416,2972,175427107,68554,"","",,,,22561,http://www.rxlist.com/ferriprox-drug.htm,"",Deferiprone,http://www.drugs.com/mtm/deferiprone.html,,,,
DB08827,Lomitapide,182431-12-5,SmallMoleculeDrug,"",D09637,9853053,175427108,72297,"","",,,,22241,http://www.rxlist.com/juxtapid-drug.htm,"",Lomitapide,http://www.drugs.com/juxtapid.html,,,,
DB08828,Vismodegib,879085-55-9,SmallMoleculeDrug,"",D09992,24776445,175427109,66903,PA166048558,"",,,,22125,http://www.rxlist.com/erivedge-drug.htm,"",Vismodegib,http://www.drugs.com/mtm/vismodegib.html,,,,
DB08834,Tauroursodeoxycholic acid,14605-22-2,SmallMoleculeDrug,C16868,"",73425382,175427112,"","","",,,,"","","",Tauroursodeoxycholic_acid,http://www.drugs.com/international/tauroursodeoxycholic-acid.html,,,,
DB08835,Spaglumic Acid,4910-46-7,SmallMoleculeDrug,"",D07374,23760140,175427113,"","","",,,,"","","",N-Acetylaspartylglutamic_acid,http://www.drugs.com/international/spaglumic-acid.html,,,,
DB08842,Acetylcarnitine,3040-38-8,SmallMoleculeDrug,C02571,"",439756,175427117,57589,"","",,,,"",http://www.rxlist.com/acetyl-l-carnitine/supplements.htm,"",Acetylcarnitine,"",,,,
DB08847,Hydroxyproline,51-35-4,SmallMoleculeDrug,C01157,"",21353534,175427120,18095,"","",,,,"","","",Hydroxyproline,"",,,,
DB08860,Pitavastatin,147511-69-1,SmallMoleculeDrug,C13334,D01862,5282452,175427122,32020,PA142650384,"",,,,"",http://www.rxlist.com/livalo-drug.htm,"",Pitavastatin,http://www.drugs.com/ppa/pitavastatin.html,,,,
DB08862,Cholecystokinin,9011-97-6,SmallMoleculeDrug,"","",,,"","","",,,,2068,"","",Cholecystokinin,"",,,,
DB08864,Rilpivirine,500287-72-9,SmallMoleculeDrug,"",D09720,6451164,175427123,68606,"","",,,,20874,http://www.rxlist.com/edurant-drug.htm,"",Rilpivirine,http://www.drugs.com/cdi/rilpivirine.html,,,,
DB08865,Crizotinib,877399-52-5,SmallMoleculeDrug,"",D09731,11626560,310264901,64310,PA165946122,"",,,,21291,http://www.rxlist.com/xalkori-drug.htm,"",Crizotinib,http://www.drugs.com/cdi/crizotinib.html,,,,
DB08866,Estradiol valerate/Dienogest,65928-58-7,SmallMoleculeDrug,"",D01413,9874560,175427124,"","","",,,,"",http://www.rxlist.com/natazia-drug.htm,"","",http://www.drugs.com/natazia.html,,,,
DB08867,Ulipristal,159811-51-5,SmallMoleculeDrug,"",D09567,130904,310264902,71025,"","",,,,22109,http://www.rxlist.com/ella-drug.htm,"",Ulipristal_acetate,http://www.drugs.com/cdi/ulipristal.html,,,,
DB08868,Fingolimod,162359-55-9,SmallMoleculeDrug,"",D10001,,,63115,"","",,,,20671,http://www.rxlist.com/gilenya-drug.htm,"",Fingolimod,http://www.drugs.com/cdi/fingolimod.html,,,,
DB08869,Tesamorelin,901758-09-6,BiotechDrug,"",D09015,,,63626,"","",P01286,Somatoliberin,"",22270,http://www.rxlist.com/egrifta-drug.htm,http://www.pdr.net/drug-summary/egrifta?druglabelid=1374,Tesamorelin,http://www.drugs.com/egrifta.html,,,,
DB08870,Brentuximab vedotin,914088-09-8,BiotechDrug,"",D09587,,,"","","","","","",21796,http://www.rxlist.com/adcetris-drug.htm,"",Brentuximab_vedotin,http://www.drugs.com/mtm/brentuximab-vedotin.html,,,,
DB08871,Eribulin,253128-41-5,SmallMoleculeDrug,"",D08914,73425383,175427126,63587,"","",,,,21079,http://www.rxlist.com/halaven-drug.htm,http://www.pdrhealth.com/info/v1us/halaven,Eribulin,http://www.drugs.com/halaven.html,,,,
DB08872,gabapentin enacarbil,478296-72-9,SmallMoleculeDrug,"",D09539,,,68840,"","",,,,"",http://www.rxlist.com/horizant-drug.htm,"",Gabapentin_enacarbil,http://www.drugs.com/sfx/gabapentin-enacarbil-side-effects.html,,,,
DB08873,Boceprevir,394730-60-0,SmallMoleculeDrug,"",D08876,10324367,175427127,68621,"","",,,,20878,http://www.rxlist.com/victrelis-drug.htm,"",Boceprevir,http://www.drugs.com/cdi/boceprevir.html,,,,
DB08874,Fidaxomicin,873857-62-6,SmallMoleculeDrug,"",D09394,70678896,175427128,68590,"","",,,,21336,http://www.rxlist.com/dificid-drug.htm,"",Fidaxomicin,http://www.drugs.com/ppa/fidaxomicin.html,,,,
DB08875,Cabozantinib,849217-68-1,SmallMoleculeDrug,"",D10062,,,72317,"","",,,,"",http://www.rxlist.com/cometriq-drug.htm,"",Cabozantinib,http://www.drugs.com/mtm/cabozantinib.html,,,,
DB08876,Taliglucerase Alfa,37228-64-1,BiotechDrug,"",D09675,,,"","","","","","",22330,http://www.rxlist.com/elelyso-drug.htm,"",Taliglucerase_alfa,http://www.drugs.com/mtm/taliglucerase-alfa.html,,,,
DB08877,Ruxolitinib,941678-49-5,SmallMoleculeDrug,"",D09959,25126798,175427129,66919,"","",,,,21376,http://www.rxlist.com/jakafi-drug.htm,"",Ruxolitinib,http://www.drugs.com/mtm/ruxolitinib.html,,,,
DB08879,Belimumab,356547-88-1,BiotechDrug,"",D03068,,,"","","","","","",20836,http://www.rxlist.com/benlysta-drug.htm,"",Belimumab,http://www.drugs.com/ppa/belimumab.html,,,,
DB08880,Teriflunomide,163451-81-8,SmallMoleculeDrug,"",D10172,,,68540,"","",,,,22169,http://www.rxlist.com/aubagio-drug.htm,"",Teriflunomide,http://www.drugs.com/mtm/teriflunomide.html,,,,
DB08881,Vemurafenib,918504-65-1,SmallMoleculeDrug,"",D09996,42611257,175427131,63637,PA165946873,"",,,,21189,http://www.rxlist.com/zelboraf-drug.htm,"",Vemurafenib,http://www.drugs.com/mtm/vemurafenib.html,,,,
DB08882,Linagliptin,668270-12-0,SmallMoleculeDrug,"",D09566,10096344,175427132,68610,"","",,,,20882,http://www.rxlist.com/tradjenta-drug.htm,"",Linagliptin,http://www.drugs.com/cdi/linagliptin.html,,,,
DB08883,Perampanel,380917-97-5,SmallMoleculeDrug,"",D08964,,,71013,"","",,,,22049,http://www.rxlist.com/fycompa-drug.htm,"",Perampanel,http://www.drugs.com/mtm/perampanel.html,,,,
DB08884,Gadoxetate,135326-22-6,SmallMoleculeDrug,"",D04288,9961939,175427133,"",PA165985534,"",,,,20566,http://www.rxlist.com/eovist-drug.htm,"",Gadoxetic_acid,http://www.drugs.com/mtm/gadoxetate.html,,,,
DB08885,Aflibercept,862111-32-8,BiotechDrug,"",D09574,,,"","","","","","",22163,http://www.rxlist.com/eylea-drug.htm,"",Aflibercept,http://www.drugs.com/mtm/aflibercept-ophthalmic.html,,,,
DB08886,Asparaginase Erwinia chrysanthemi,1349719-22-7,BiotechDrug,"",D02997,,,"","","",P06608,ASPG_ERWCH,X12746,"",http://www.rxlist.com/erwinaze-drug.htm,"",Asparaginase,http://www.drugs.com/monograph/asparaginase-erwinia-chrysanthemi.html,,,,
DB08887,Icosapent ethyl,86227-47-6,SmallMoleculeDrug,C16184,D01892,9831415,175427134,"","","",,,,"",http://www.rxlist.com/vascepa-drug.htm,"",Ethyl_eicosapentaenoic_acid,http://www.drugs.com/cdi/icosapent-ethyl.html,,,,
DB08888,Ocriplasmin,1048016-09-6,BiotechDrug,"",D09646,,,"","","","","","",22139,http://www.rxlist.com/jetrea-drug.htm,"",Ocriplasmin,http://www.drugs.com/jetrea.html,,,,
DB08889,Carfilzomib,868540-17-4,SmallMoleculeDrug,"",D08880,11556711,175427135,65347,"","",,,,22678,http://www.rxlist.com/kyprolis-drug.htm,"",Carfilzomib,http://www.drugs.com/kyprolis.html,,,,
DB08890,Linaclotide,851199-59-2,SmallMoleculeDrug,"",D09355,16158208,175427136,68551,"","",,,,22180,http://www.rxlist.com/linzess-drug.htm,"",Linaclotide,http://www.drugs.com/cdi/linaclotide.html,,,,
DB08893,Mirabegron,223673-61-8,SmallMoleculeDrug,"",D09535,9865528,175427137,65349,"","",,,,22029,http://www.rxlist.com/myrbetriq-drug.htm,"",Mirabegron,http://www.drugs.com/cdi/mirabegron.html,,,,
DB08894,Peginesatide,913976-27-9,SmallMoleculeDrug,"",D09947,,,66895,"","",,,,"",http://www.rxlist.com/omontys-drug.htm,"",Peginesatide,http://www.drugs.com/cdi/peginesatide.html,,,,
DB08895,Tofacitinib,477600-75-2,SmallMoleculeDrug,"",D09970,,,71200,"","",,,,22274,http://www.rxlist.com/xeljanz-drug.htm,http://www.pdrhealth.com/info/v1us/tofacitinib,Tofacitinib,http://www.drugs.com/pro/xeljanz.html,,,,
DB08896,Regorafenib,755037-03-7,SmallMoleculeDrug,"",D10138,11167602,175427139,68647,"","",,,,22042,http://www.rxlist.com/stivarga-drug.htm,"",Regorafenib,http://www.drugs.com/cdi/regorafenib.html,,,,
DB08897,Aclidinium,727649-81-2,SmallMoleculeDrug,"",D08837,11434515,175427140,65344,"","",,,,22129,http://www.rxlist.com/tudorza-pressair-drug.htm,"",Aclidinium_bromide,http://www.drugs.com/tudorza.html,,,,
