Drug	Synonym	
Flutamide	Sch 13521	
Flutamide	Tafenil	
Flutamide	Chimax	
Flutamide	2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide	
Flutamide	Testotard	
Flutamide	Eulexin	
Flutamide	Grisetin	
Flutamide	Alpha,alpha,alpha-trifluoro-2-methy-4'-nitro-m-propionotoluidide	
Flutamide	Prostacur	
Flutamide	Prostadirex	
Flutamide	Flutan	
Flutamide	SCH 13521	
Flutamide	Fluta-Gry	
Flutamide	Flutamide	
Flutamide	4'-Nitro-3'-trifluoromethylisobutyranilide	
Flutamide	Prostogenat	
Flutamide	Flugerel	
Flutamide	Oncosal	
Flutamide	Flutamin	
Flutamide	Fluken	
Flutamide	Flulem	
Flutamide	Flutacan	
Alectinib	Alectinib	
Alectinib	AF802	
Alectinib	5H-benzo(b)carbazole-3-carbonitrile, 9-Ethyl-6,11-dihydro-6,6-dimethyl-8-(4-(4-morpholinyl)-1-piperidinyl)-11-oxo-	
Alectinib	ALK_Inhibitor_CH5424802	
Alectinib	ALECTINIB	
Alectinib	AF-802	
Alectinib	Alecensa	
Alectinib	CH5424802	
Alectinib	RG7853	
Alectinib	RO5424802	
Aldesleukin	r-serHuIL-2	
Aldesleukin	recombinant human interleukin-2	
Aldesleukin	Aldesleukin	
Aldesleukin	Recombinant Human IL-2	
Aldesleukin	aldesleukin	
Aldesleukin	Recombinant Human Interleukin-2	
Aldesleukin	125-L-Serine-2-133-interleukin 2	
Aldesleukin	ALDESLEUKIN	
Aldesleukin	Proleukin	
Lenvatinib Mesylate	E7080	
Lenvatinib Mesylate	Lenvatinib Mesylate	
Lenvatinib Mesylate	LENVATINIB	
Lenvatinib Mesylate	ER-203492-00	
Lenvatinib Mesylate	4-[3-Chloro-4-(N'-cyclopropylureido)phenoxy]7-methoxyquinoline-6-carboxamide Mesylate	
Lenvatinib Mesylate	Multi-Kinase Inhibitor E7080	
Lenvatinib Mesylate	6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]amino]phenoxy]- 7-methoxy-, methanesulfonate (1:1)	
Lenvatinib Mesylate	LENVATINIB MESYLATE	
Lenvatinib Mesylate	Lenvatinib	
Lenvatinib Mesylate	6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]amino]phenoxy]- 7-methoxy-	
Cytarabine	.beta.-Cytosine arabinoside	
Cytarabine	cytarabine	
Cytarabine	1.beta.-D-Arabinofuranosylcytosine	
Cytarabine	2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-	
Cytarabine	Beta-cytosine Arabinoside	
Cytarabine	Erpalfa	
Cytarabine	2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-	
Cytarabine	CHX-3311	
Cytarabine	Udicil	
Cytarabine	Cytarabine	
Cytarabine	Aracytidine	
Cytarabine	Aracytin	
Cytarabine	1-Beta-D-arabinofuranosylcytosine	
Cytarabine	Arabinofuranosylcytosine	
Cytarabine	U 19920	
Cytarabine	U-19920	
Cytarabine	Cytosine-.beta.-arabinoside	
Cytarabine	Cytosine_Arabinoside	
Cytarabine	ARA-cell	
Cytarabine	Cytosar	
Cytarabine	Aracytine	
Cytarabine	Cytarabinum	
Cytarabine	Cytarbel	
Cytarabine	1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone	
Cytarabine	Cytosine-beta-arabinoside	
Cytarabine	Alexan	
Cytarabine	CYTARABINE	
Cytarabine	Arabine	
Cytarabine	Cytosar-U	
Cytarabine	Ara-C	
Cytarabine	WR-28453	
Cytarabine	Starasid	
Cytarabine	1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone	
Cytarabine	1-.beta.-D-Arabinofuranosylcytosine	
Cytarabine	Cytosine Arabinoside	
Cytarabine	Arabinosylcytosine	
Cytarabine	Beta-Cytosine Arabinoside	
Cytarabine	4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinone	
Cytarabine	Tarabine PFS	
Vandetanib	Vandetanib	
Vandetanib	ZD-6474	
Vandetanib	vandetanib	
Vandetanib	Zactima	
Vandetanib	AZD6474	
Vandetanib	Caprelsa	
Vandetanib	VANDETANIB	
Vandetanib	ZD6474	
Trabectedin	Ecteinascidin 743	
Trabectedin	Ecteinascidin	
Trabectedin	Spiro(6,16-(epithiopropanoxymethano)-7,13-imino-12H-1,3-dioxolo(7,8)isoquino(3,2,-b)(3)benzazocine-20,1'(2'H)-isoquinolin)-19-one, 3',4',6,6a,7,13,14,16-Octahydro-5-(acetyloxy)-6',8,14-trihydroxy-7',9-dimethoxy-4,10,23-trimethyl-, (6R-(6-alpha,6a-beta,7-beta,13-beta,14-beta,16-alpha,20R*))-	
Trabectedin	trabectedin	
Trabectedin	TRABECTEDIN	
Trabectedin	ET-743	
Trabectedin	Ecteinascidin_743	
Trabectedin	Trabectedin	
Trabectedin	ecteinascidin 743	
Trabectedin	Yondelis	
Paclitaxel	paclitaxel	
Paclitaxel	5Beta,20-epoxy-1,2alpha,4,7beta,10beta,13alpha-hexahydroxytax-11-en-9-one, 4,10-Diacetate 2-Benzoate 13-Ester with (2R,3S)-N-Benzoyl-3-phenylisoserine	
Paclitaxel	Taxol Konzentrat	
Paclitaxel	Taxol	
Paclitaxel	Paclitaxel	
Paclitaxel	[2aR-[2a Alpha,4beta,4a beta,6beta,9alpha(alphaR*,betaS*),-11alpha,12alpha,12a alpha,12b alpha]]-beta-(benzoylamino)-alpha-hydroxybenzene-propanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-1a,33,4,-41,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-41,8,-12,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca[3,4]benz[1,2-b]oxet-9-yl Ester	
Paclitaxel	Anzatax	
Paclitaxel	Bristaxol	
Paclitaxel	Praxel	
Paclitaxel	Asotax	
Paclitaxel	PACLITAXEL	
Trastuzumab	Anti-erbB2 Monoclonal Antibody	
Trastuzumab	Anti-p185-HER2	
Trastuzumab	Trastuzumab Biosimilar ABP 980	
Trastuzumab	Trastuzumab Biosimilar PF-05280014	
Trastuzumab	Anti-ERB-2	
Trastuzumab	Herceptin	
Trastuzumab	PF-05280014	
Trastuzumab	MoAb HER2	
Trastuzumab	c-erb-2 Monoclonal Antibody	
Trastuzumab	Anti-c-erbB2 Monoclonal Antibody	
Trastuzumab	Anti-erbB-2	
Trastuzumab	TRASTUZUMAB	
Trastuzumab	Anti-HER2/c-erbB2 Monoclonal Antibody	
Trastuzumab	RO0452317	
Trastuzumab	ABP 980	
Trastuzumab	Monoclonal Antibody HER2	
Trastuzumab	Monoclonal Antibody c-erb-2	
Trastuzumab	Immunoglobulin G 1 (Human-Mouse Monoclonal RhuMab HER2gamma1-Chain Antihuman p185(Sup c-erbB2) Receptor), Disulfide with Human-Mouse Monoclonal RhuMab HER2 Light Chain, Dimer	
Trastuzumab	rhuMAb HER2	
Trastuzumab	trastuzumab	
Trastuzumab	HER2 Monoclonal Antibody	
Trastuzumab	Anti-c-ERB-2	
Trastuzumab	Herceptin Biosimilar PF-05280014	
Trastuzumab	Herceptin Trastuzumab Biosimilar PF-05280014	
Trastuzumab	Trastuzumab	
Necitumumab	Immunoglobulin G1, Anti-(Human Epidermal Growth Factor Receptor (Receptor Tyrosine-Protein Kinase ErbB-1, EC 2.7.10.1)); Human Monoclonal IMC-11F8 Gamma1 Heavy Chain (224-214')-Disulfide with Human Monoclonal IMC-11F8 Kappa Light Chain, Dimer (230- 230'':233-233'')-Bisdisulfide	
Necitumumab	Necitumumab	
Necitumumab	Portrazza	
Necitumumab	Anti-Epidermal Growth Factor Receptor Monoclonal Antibody IMC-11F8	
Necitumumab	IMC-11F8	
Necitumumab	NECITUMUMAB	
Regorafenib	Regorafenib	
Regorafenib	Stivarga	
Regorafenib	Multitargeted_Receptor_Tyrosine_Kinase_Inhibitor_BAY_73-4506	
Regorafenib	REGORAFENIB	
Regorafenib	BAY 73-4506	
Regorafenib	4-(4-(((4-chloro-3-(trifluoromethyl)phenyl)carbamoyl)amino)-3-fluorophenoxy)-N-methylpyridine-2-carboxamide	
Ipilimumab	BMS-734016	
Ipilimumab	MDX-010	
Ipilimumab	Ipilimumab	
Ipilimumab	ipilimumab	
Ipilimumab	Anti-Cytotoxic T-Lymphocyte-Associated Antigen-4 Monoclonal Antibody	
Ipilimumab	MDX-CTLA4	
Ipilimumab	Anti-Cytotoxic_T-Lymphocyte-Associated_Antigen-4_Monoclonal_Antibody	
Ipilimumab	IPILIMUMAB	
Ipilimumab	Yervoy	
Mitomycin C	Mito-Medac	
Mitomycin C	Mutamycine	
Mitomycin C	NCI-C04706	
Mitomycin C	Mitomycin-C	
Mitomycin C	Mitomycin Antineoplastic Antibiotic	
Mitomycin C	MITOMYCIN	
Mitomycin C	Mito-C	
Mitomycin C	Mitomycin_Antibiotic	
Mitomycin C	mitomycin	
Mitomycin C	Mutamycin	
Mitomycin C	Mitomycin C	
Mitomycin C	MITO-C	
Mitomycin C	Mitomycin	
Mitomycin C	Mitomycin-X	
Mitomycin C	Ametycine	
Mitomycin C	(1aS,8S,8aR,8bS)-6-Amino-8-[[(aminocarbonyl)oxy]methyl]-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methylazirino[2',3':3,4]pyrrolo[1,2-a]indole-4,7-dione	
Mitomycin C	Mitomycine C	
Mitomycin C	Mitocin	
Mitomycin C	MITO	
Mitomycin C	Mitozytrex	
Mitomycin C	MITOMYCIN C	
Mitomycin C	Mitocin-C	
Mitomycin C	Mitosol	
Mitomycin C	[1aS-(1a alpha,8beta,8a alpha,8b alpha)]-6-amino-8-[[(aminocarbonyl)oxy]methyl]-1,1a,2,8,8a,8b-hexahydro-8a-methoxy-5-methylazirino[2',3':3,4]pyrrolo[1,2-a]indole-4,7-dione	
Mitomycin C	Mitomycin_C	
Mitomycin C	Mitolem	
Imatinib Mesylate	Imatinib	
Imatinib Mesylate	STI571	
Imatinib Mesylate	CGP57148B	
Imatinib Mesylate	STI 571	
Imatinib Mesylate	4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide	
Imatinib Mesylate	Gleevec	
Imatinib Mesylate	imatinib mesylate	
Imatinib Mesylate	Imatinib Mesylate	
Imatinib Mesylate	4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide Monomethanesulfonate	
Imatinib Mesylate	CGP 57148	
Imatinib Mesylate	IMATINIB	
Imatinib Mesylate	Glivec	
Imatinib Mesylate	STI-571	
Imatinib Mesylate	IMATINIB MESYLATE	
Imatinib Mesylate	Imatinib_Base	
Aminolevulinic Acid	5-Aminolaevulinic Acid	
Aminolevulinic Acid	5-Aminolevulinic Acid	
Aminolevulinic Acid	AMINOLEVULINIC ACID	
Aminolevulinic Acid	d-Amino-Levulinic Acid	
Aminolevulinic Acid	5-Amino-4-oxopentanoic Acid	
Aminolevulinic Acid	Delta-Aminolevulinic Acid	
Aminolevulinic Acid	aminolevulinic acid	
Aminolevulinic Acid	Aminolevulinic_Acid	
Aminolevulinic Acid	Delta Aminolevulinic Acid	
Aminolevulinic Acid	Aminolevulinic Acid	
Aminolevulinic Acid	5-ALA	
Aminolevulinic Acid	Amino-Levulinic Acid	
Blinatumomab	MEDI-538	
Blinatumomab	Anti-CD19/Anti-CD3 Recombinant Bispecific Monoclonal Antibody MT103	
Blinatumomab	MT-103	
Blinatumomab	Anti-CD19 x Anti-CD3 Bispecific Monoclonal Antibody	
Blinatumomab	Blinatumomab	
Blinatumomab	Blincyto	
Blinatumomab	BLINATUMOMAB	
Blinatumomab	Anti-CD19_Anti-CD3_Bispecific_Monoclonal_Antibody	
Trametinib	Mekinist	
Trametinib	TRAMETINIB	
Trametinib	JTP-74057	
Trametinib	MEK Inhibitor GSK1120212	
Trametinib	N-(3-{3-cyclopropyl-5-[(2-fluoro-4-iodophenyl)amino]-6,8-dimethyl-2,4,7-trioxo-3,4,6,7-tetrahydropyrido[4,3-d]pyrimidin-1(2H)-yl}phenyl)acetamide	
Trametinib	MEK_Inhibitor_GSK1120212	
Trametinib	GSK1120212	
Trametinib	Trametinib	
Vemurafenib	Vemurafenib	
Vemurafenib	BRAF(V600E) Kinase Inhibitor RO5185426	
Vemurafenib	RO 5185426	
Vemurafenib	PLX4032	
Vemurafenib	PLX-4032	
Vemurafenib	1-propanesulfonamide, n-(3-((5-(4-chlorophenyl)-1h-pyrrolo(2,3-b)pyridin-3-yl)carbonyl)-2,4-difluorophenyl)-	
Vemurafenib	RG 7204	
Vemurafenib	Zelboraf	
Vemurafenib	BRAF (V600E) kinase inhibitor RO5185426	
Vemurafenib	RG7204	
Vemurafenib	VEMURAFENIB	
Nelarabine	Nelarabine	
Nelarabine	506U78	
Nelarabine	2-Amino-9-beta-D-arabinofuranosyl-6-methoxy-9H-purine	
Nelarabine	Compound 506U78	
Nelarabine	NELARABINE	
Nelarabine	GW506U78	
Nelarabine	2-Amino-6-methoxypurine arabinoside	
Nelarabine	Arranon	
Nelarabine	nelarabine	
Nelarabine	2-Amino, 6-Methoxypurine Arabinoside	
Procarbazine Hydrochloride	Natulan	
Procarbazine Hydrochloride	Procarbazine	
Procarbazine Hydrochloride	N-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide	
Procarbazine Hydrochloride	Ro 4-6467/1	
Procarbazine Hydrochloride	PCZ	
Procarbazine Hydrochloride	p-(N'-methylhydrazinomethyl)-N-isopropylbenzamide hydrochloride	
Procarbazine Hydrochloride	Ibenzmethyzine hydrochloride	
Procarbazine Hydrochloride	N-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide Hydrochloride	
Procarbazine Hydrochloride	NCI-C01810	
Procarbazine Hydrochloride	Benzamide, N-(1-methylethyl)-4-[(2-methylhydrazino) methyl]-, monohydrochloride (9CI)	
Procarbazine Hydrochloride	PROCARBAZINE	
Procarbazine Hydrochloride	N-isopropyl-alpha-(2-methylhydrazino)-p-toluamide Hydrochloride	
Procarbazine Hydrochloride	PROCARBAZINE HYDROCHLORIDE	
Procarbazine Hydrochloride	procarbazine hydrochloride	
Procarbazine Hydrochloride	N-4-isopropylcarbamoylbenzyl-N'-methylhydrazine	
Procarbazine Hydrochloride	Natunalar	
Procarbazine Hydrochloride	p-Toluamide, N-isopropyl-.alpha.-(2-methylhydrazino)-, monohydrochloride (8CI)	
Procarbazine Hydrochloride	MIH hydrochloride	
Procarbazine Hydrochloride	Procarbazine Hydrochloride	
Procarbazine Hydrochloride	p-(N'-methylhydrazinomethyl)-N-isopropylbenzamide	
Procarbazine Hydrochloride	Procarbazine_Base	
Procarbazine Hydrochloride	N-Methylhydrazine	
Procarbazine Hydrochloride	Matulane	
Procarbazine Hydrochloride	PCB	
Procarbazine Hydrochloride	procarbazine	
Procarbazine Hydrochloride	Benzethyzin	
Procarbazine Hydrochloride	PCB hydrochloride	
Procarbazine Hydrochloride	PCB Hydrochloride	
Procarbazine Hydrochloride	p-toluamide, N-isopropyl-alpha-(2-methylhydrazino)-, monohydrochloride (8CI)	
Procarbazine Hydrochloride	Natulanar	
Procarbazine Hydrochloride	Ibenzmethyzin	
Procarbazine Hydrochloride	Ro 4 6467/1	
Procarbazine Hydrochloride	N-isopropyl-alpha-(2-methylhydrazino)-p-toluamide	
Procarbazine Hydrochloride	N-4-isopropylcarbamoylbenzyl-N'-methylhydrazine Hydrochloride	
Procarbazine Hydrochloride	Procarbazin	
Procarbazine Hydrochloride	benzamide, N-(1-methylethyl)-4-[(2-methylhydrazino) methyl]-, monohydrochloride (9CI)	
Ceritinib	LDK378	
Ceritinib	2,4-Pyrimidinediamine, 5-chloro-N4-(2-((1-methylethyl)sulfonyl)phenyl)-N2-(5-methyl-2-(1-methylethoxy)-4-(4-piperidinyl)phenyl)-	
Ceritinib	LDK 378	
Ceritinib	Zykadia	
Ceritinib	Ceritinib	
Pemetrexed Disodium	N-[4-[2-(2-Amino-4,7-dihydro-4-oxo-1H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]-L-glutamic Acid Disodium Salt	
Pemetrexed Disodium	Pemetrexed Disodium	
Pemetrexed Disodium	Alimta	
Pemetrexed Disodium	Multitargeted Antifolate	
Pemetrexed Disodium	pemetrexed disodium	
Pemetrexed Disodium	PEMETREXED	
Pemetrexed Disodium	PEMETREXED DISODIUM	
Pemetrexed Disodium	MTA	
Pemetrexed Disodium	Pemetrexed_Base	
Pemetrexed Disodium	Pemetrexed	
Pemetrexed Disodium	LY231514	
Pemetrexed Disodium	L-Glutamic Acid, N-(4-(2-(2-Amino-4,7-dihydro-4-oxo-1H-pyrrolo(2,3-d)pyrimidin-5-yl)ethyl)benzoyl)	
Fluorouracil	Ro 2-9757	
Fluorouracil	Fluoro Uracil	
Fluorouracil	5-Fluorouracil	
Fluorouracil	AccuSite	
Fluorouracil	Fluracil	
Fluorouracil	Ro-2-9757	
Fluorouracil	2,4-Dioxo-5-fluoropyrimidine	
Fluorouracil	Fluroblastin	
Fluorouracil	5-Fluracil	
Fluorouracil	Carac	
Fluorouracil	fluorouracil	
Fluorouracil	FLUOROURACIL	
Fluorouracil	Ribofluor	
Fluorouracil	Fluouracil	
Fluorouracil	5-Fluoro-2,4(1H,3H)-pyrimidinedione	
Fluorouracil	5-fluorouracil	
Fluorouracil	5-Fluoro-2,4(1H, 3H)-pyrimidinedione	
Fluorouracil	Adrucil	
Fluorouracil	Flurablastin	
Fluorouracil	Fluril	
Fluorouracil	Fluracedyl	
Fluorouracil	Fluorouracil	
Fluorouracil	5-FU	
Fluorouracil	5-Fu	
Methotrexate	4-Amino-10-methylfolic Acid	
Methotrexate	Metex	
Methotrexate	Lumexon	
Methotrexate	methotrexate	
Methotrexate	Methotrexate Methylaminopterin	
Methotrexate	Brimexate	
Methotrexate	Medsatrexate	
Methotrexate	MTX	
Methotrexate	Trexeron	
Methotrexate	amethopterin	
Methotrexate	Folex	
Methotrexate	Tremetex	
Methotrexate	4-Amino-4-deoxy-10-methylpteroyl-L-glutamic Acid	
Methotrexate	Methotrexate	
Methotrexate	WR-19039	
Methotrexate	Methoblastin	
Methotrexate	Methotrexate LPF	
Methotrexate	Emtexate	
Methotrexate	Maxtrex	
Methotrexate	Mexate-AQ	
Methotrexate	Novatrex	
Methotrexate	Emthexate	
Methotrexate	Lantarel	
Methotrexate	METHOTREXATE	
Methotrexate	N-[4-[[(2,4-Diamino-6-pteridinyl)methyl]methylamino]benzoyl]-L-glutamic Acid	
Methotrexate	Methotrexatum	
Methotrexate	Alpha-Methopterin	
Methotrexate	Folex PFS	
Methotrexate	Amethopterin	
Methotrexate	Fauldexato	
Methotrexate	Abitrexate	
Methotrexate	CL-14377	
Methotrexate	Emthexat	
Methotrexate	Metotrexato	
Methotrexate	Metrotex	
Methotrexate	Texate	
Methotrexate	CL 14377	
Methotrexate	Ledertrexate	
Methotrexate	Trixilem	
Methotrexate	Farmitrexat	
Methotrexate	Rheumatrex	
Methotrexate	Mexate	
Erlotinib Hydrochloride	Erlotinib Hydrochloride	
Erlotinib Hydrochloride	ERLOTINIB HYDROCHLORIDE	
Erlotinib Hydrochloride	OSI-774	
Erlotinib Hydrochloride	Tarceva	
Erlotinib Hydrochloride	erlotinib hydrochloride	
Erlotinib Hydrochloride	Erlotinib	
Erlotinib Hydrochloride	CP-358,774	
Erlotinib Hydrochloride	erlotinib	
Erlotinib Hydrochloride	N-(3-Ethynylphenyl)-6,7-bis(2-methoxyethoxy)-4-quinazolinamine Monohydrochloride	
Erlotinib Hydrochloride	Erlotinib_Base	
Erlotinib Hydrochloride	Cp-358,774	
Erlotinib Hydrochloride	ERLOTINIB	
Axitinib	AG-013736	
Axitinib	AXITINIB	
Axitinib	AG013736	
Axitinib	N-methyl-2-((3-((1E)-2-(pyridin-2-yl)ethenyl)-1H-indazol-6-yl)sulfanyl)benzamide	
Axitinib	Axitinib	
Axitinib	Inlyta	
Axitinib	axitinib	
Osimertinib	OSIMERTINIB	
Osimertinib	Tagrisso	
Osimertinib	EGFR_Inhibitor_AZD9291	
Osimertinib	AZD-9291	
Osimertinib	Osimertinib	
Osimertinib	Mereletinib	
Osimertinib	2-Propenamide, N-(2-((2-(dimethylamino)ethyl)methylamino)-4-methoxy-5-((4-(1-methyl-1H-indol-3-yl)-2-pyrimidinyl)amino)phenyl)-	
Osimertinib	AZD9291	
Bevacizumab	Immunoglobulin G1 (Human-Mouse Monoclonal rhuMab-VEGF Gamma-Chain Anti-Human Vascular Endothelial Growth Factor), Disulfide With Human-Mouse Monoclonal rhuMab-VEGF Light Chain, Dimer	
Bevacizumab	Anti-VEGF rhuMAb	
Bevacizumab	Bevacizumab Biosimilar BI 695502	
Bevacizumab	rhuMab-VEGF	
Bevacizumab	BEVACIZUMAB	
Bevacizumab	Anti-VEGF Humanized Monoclonal Antibody	
Bevacizumab	bevacizumab	
Bevacizumab	Anti-VEGF	
Bevacizumab	Bevacizumab Biosimilar BEVZ92	
Bevacizumab	Recombinant Humanized Anti-VEGF Monoclonal Antibody	
Bevacizumab	Bevacizumab	
Bevacizumab	Avastin	
Dacarbazine	5-(dimethyltriazeno)imidazole-4-carboxamide	
Dacarbazine	Fauldetic	
Dacarbazine	DTIC	
Dacarbazine	Dacarbazine	
Dacarbazine	WR-139007	
Dacarbazine	Dimethyl (triazeno) imidazolecarboxamide	
Dacarbazine	Dacarbazina	
Dacarbazine	Dacarbazine - DTIC	
Dacarbazine	Asercit	
Dacarbazine	dimethyl-triazeno-imidazole carboxamide	
Dacarbazine	Dimethyl Triazeno Imidazol Carboxamide	
Dacarbazine	Biocarbazine	
Dacarbazine	DIC	
Dacarbazine	dacarbazine	
Dacarbazine	DTIC-Dome	
Dacarbazine	Deticene	
Dacarbazine	1H-imidazole-4-carboxamide, 5-(3,3-dimethyl-1-triazenyl)-	
Dacarbazine	Imidazole carboxamide	
Dacarbazine	5-(Dimethyltriazeno)imidazole-4-carboxamide	
Dacarbazine	Dakarbazin	
Dacarbazine	4-(Dimethyltriazeno)imidazole-5-carboxamide	
Dacarbazine	5-(3-3-dimethyl-1-triazenyl)-1H-imidazole-4-carboxamide	
Dacarbazine	5(or 4)-(dimethyltriazeno)imidazole-4(or 5)-carboxamide	
Dacarbazine	Imidazole Carboxamide	
Dacarbazine	DACARBAZINE	
Dacarbazine	Detimedac	
Dacarbazine	Dacarbazina Almirall	
Dacarbazine	Dimethyl Triazeno Imidazole Carboxamide	
Dacarbazine	Dimethyl-triazeno-imidazole-carboximide	
Dacarbazine	Imidazole Carboxamide Dimethyltriazeno	
Dacarbazine	Dacatic	
Siltuximab	Siltuximab	
Siltuximab	cCLB8	
Siltuximab	anti-IL-6 chimeric monoclonal antibody	
Siltuximab	CNTO-328	
Siltuximab	SILTUXIMAB	
Siltuximab	Anti-IL-6_Chimeric_Monoclonal_Antibody	
Siltuximab	CNTO 328	
Siltuximab	Anti-IL-6 Chimeric Monoclonal Antibody	
Siltuximab	Sylvant	
Ibrutinib	BTK_Inhibitor_PCI-32765	
Ibrutinib	CRA-032765	
Ibrutinib	BTK Inhibitor PCI-32765	
Ibrutinib	IBRUTINIB	
Ibrutinib	PCI-32765	
Ibrutinib	Ibrutinib	
Ibrutinib	2-Propen-1-one, 1-((3R)-3-(4-amino-3-(4-phenoxyphenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)-1-piperidinyl)-	
Doxorubicin Hydrochloride	Farmiblastina	
Doxorubicin Hydrochloride	Adriamycin Hydrochloride	
Doxorubicin Hydrochloride	Adriamycin hydrochloride	
Doxorubicin Hydrochloride	Adriblastina	
Doxorubicin Hydrochloride	L-Lyxo-hexopyranoside, 3b-glycol-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-alpha-, hydrochloride	
Doxorubicin Hydrochloride	Hydroxyl Daunorubicin	
Doxorubicin Hydrochloride	Adriamycin	
Doxorubicin Hydrochloride	5,12-Naphthacenedione, 10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-,hydrochloride, (8S-cis)-(9CI)	
Doxorubicin Hydrochloride	ADM	
Doxorubicin Hydrochloride	Doxorubicin Hydrochloride	
Doxorubicin Hydrochloride	Doxorubicin hydrochloride	
Doxorubicin Hydrochloride	Doxorubicin.HCl	
Doxorubicin Hydrochloride	Hydroxyldaunorubicin	
Doxorubicin Hydrochloride	Adrimedac	
Doxorubicin Hydrochloride	Doxorubicin	
Doxorubicin Hydrochloride	DOXORUBICIN HYDROCHLORIDE	
Doxorubicin Hydrochloride	(8S-cis)-10-[(3-Amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroacetyl)-1-methoxy-5,12-naphthacenedione	
Doxorubicin Hydrochloride	Doxolem	
Doxorubicin Hydrochloride	Adriablastin	
Doxorubicin Hydrochloride	Adriacin	
Doxorubicin Hydrochloride	Adriamycine	
Doxorubicin Hydrochloride	doxorubicin	
Doxorubicin Hydrochloride	hydroxydaunorubicin	
Doxorubicin Hydrochloride	Chloridrato de Doxorrubicina	
Doxorubicin Hydrochloride	FI 106	
Doxorubicin Hydrochloride	Doxorubin	
Doxorubicin Hydrochloride	FI-106	
Doxorubicin Hydrochloride	(8S-cis)-10-[(3-Amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-5,12-naphthacenedione	
Doxorubicin Hydrochloride	DOXORUBICIN	
Doxorubicin Hydrochloride	5,12-Naphthacenedione, 10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8, 9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, hydrochloride, (8S-cis)- (9CI)	
Doxorubicin Hydrochloride	Rubex	
Doxorubicin Hydrochloride	Adriamycin RDF	
Doxorubicin Hydrochloride	DOX	
Doxorubicin Hydrochloride	14-Hydroxydaunorubicin Hydrochloride	
Doxorubicin Hydrochloride	Adriamycin PFS	
Doxorubicin Hydrochloride	ADRIAMYCIN, HYDROCHLORIDE	
Doxorubicin Hydrochloride	Doxorubicin_Hydrochloride	
Doxorubicin Hydrochloride	3-Hydroxyacetyldaunorubicin Hydrochloride	
Doxorubicin Hydrochloride	Adriblastine	
Doxorubicin Hydrochloride	DOXO-CELL	
Doxorubicin Hydrochloride	14-Hydroxydaunomycin	
Doxorubicin Hydrochloride	doxorubicin hydrochloride	
Thiotepa	Thioplex	
Thiotepa	Triethylenethiophosphoramide	
Thiotepa	triethylenethiophosphoramide	
Thiotepa	THIOTEPA	
Thiotepa	TIO TEF	
Thiotepa	STEPA	
Thiotepa	Thiofosfamide	
Thiotepa	1,1',1''-Phosphinothioyldynetrisaziridine	
Thiotepa	tris(1-aziridinyl)phosphine sulfide	
Thiotepa	TSPA	
Thiotepa	Thio-Tepa	
Thiotepa	Tris(1-aziridinyl)phosphine sulfide	
Thiotepa	Thiophosphamide	
Thiotepa	Tifosyl	
Thiotepa	Thiofozil	
Thiotepa	Thiotef	
Thiotepa	Tepadina	
Thiotepa	Tespamine	
Thiotepa	Tio-tef	
Thiotepa	Triethylene Thiophosphoramide	
Thiotepa	N,N',N''-triethylenethiophosphoramide	
Thiotepa	Girostan	
