Drug	IUPHAR	DrugBank	Sorger_KinaseResourcee	BindingDB	TTD	Synonym_Deck_Size + 	Synonyms 
Andrographolide	No	DrugBank_Yes	No	BindingDB_Yes	No	9	ANDROGRAPHOLIDE|3alpha,14,15,18-tetrahydroxy-5b,9bH,10a-labda-8(20),12-dien-16-oic acid gamma-Lactone|(3E,4S)-4-hydroxy-3-{2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidenedecahydronaphthalen-1-yl]ethylidene}dihydrofuran-2(3H)-one|Andrographis|(1R-(1-alpha(E(S)),4a-beta,5alpha,6alpha,8a-alpha))-3-(2-(decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl)ethylidene)dihydro-4-hydroxy-2(3H)-furanone|2(3H)-Furanone, 3-(2-(decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylene-1-naphthalenyl)ethylidene)dihydro-4-hydroxy-, (1R-(1-alpha(E(S*)),4a-beta,5-alpha,6-alpha,8a-alpha))-|3-(2-(decahydro-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenenaphthyl)ethylidene)dihydro-4-hydroxyfuran-2(3H)-one|Andrographolide|(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one|
Thiotepa	No	DrugBank_Yes	No	BindingDB_Yes	No	33	Thioplex|Triethylenethiophosphoramide|triethylenethiophosphoramide|THIOTEPA|TIO TEF|STEPA|Thiofosfamide|1,1',1''-Phosphinothioyldynetrisaziridine|tris(1-aziridinyl)phosphine sulfide|TSPA|Thio-Tepa|Tris(1-aziridinyl)phosphine sulfide|Thiophosphamide|Tifosyl|Thiofozil|Thiotef|Tepadina|Tespamine|Tio-tef|Triethylene Thiophosphoramide|N,N',N''-triethylenethiophosphoramide|Girostan|N,N', N''-Triethylenethiophosphoramide|Tespamin|TESPA|Thiophosphoramide|thiotepa|Triethylene thiophosphoramide|Thiotepa|1,1',1"-phosphinothioylidynetrisaziridine|WR 45312|1,1',1''-Phosphinothioylidynetrisaziridine|Oncotiotepa|
Aldesleukin	No	DrugBank_Yes	No	No	TTD_Yes	9	r-serHuIL-2|recombinant human interleukin-2|Aldesleukin|Recombinant Human IL-2|aldesleukin|Recombinant Human Interleukin-2|125-L-Serine-2-133-interleukin 2|ALDESLEUKIN|Proleukin|
Cisplatin	No	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	47	Cisplatyl|Cis-platinum|Cisplatina|Platosin|Plastistil|Platiblastin|Platinol|Cis-diammine-dichloroplatinum|Cis-diamminedichloro Platinum (II)|Citoplatino|Placis|Cismaplat|Platiblastin-S|Platinum, Diaminedichloro-, cis- (8CI)|Platistin|Neoplatin|Platinol-AQ VHA Plus|DDP|Peyrone's Salt|Platinum Diamminodichloride|CISPLATIN|Platinum|Lederplatin|Briplatin|Platinol- AQ|Abiplatin|cisplatin|Platamine|(SP-4-2)-Diamminedichloroplatinum|Metaplatin|Blastolem|Cysplatyna|Platinoxan|Cis-platinum II Diamine Dichloride|Cisplatin|Cisplatinum|Cis-diamminedichloridoplatinum|CDDP|Citosin|Cis-platinum II|Cis-platinous Diamine Dichloride|Platinol-AQ|Peyrone's Chloride|Cis-dichloroammine Platinum (II)|Platiran|Cis-diamminedichloroplatinum|Platinex|
Rofecoxib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	Vioxx|rofecoxib|MK 966|Rofecoxib|ROFECOXIB|4-[4'-(Methylsulfonyl)phenyl]-3-phenyl-2(5H)-furanone|
Brentuximab Vedotin	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	9	cAC10-vcMMAE|Anti-CD30 Antibody-Drug Conjugate SGN-35|Anti-CD30 Monoclonal Antibody-MMAE SGN-35|BRENTUXIMAB VEDOTIN|Brentuximab Vedotin|SGN-35|Adcetris|ADC SGN-35|Anti-CD30 Monoclonal Antibody-Monomethylauristatin E SGN-35|
APTO-253	No	No	No	No	No	2	LOR-253|LT-253|
Regorafenib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	Regorafenib|Stivarga|Multitargeted_Receptor_Tyrosine_Kinase_Inhibitor_BAY_73-4506|REGORAFENIB|BAY 73-4506|4-(4-(((4-chloro-3-(trifluoromethyl)phenyl)carbamoyl)amino)-3-fluorophenoxy)-N-methylpyridine-2-carboxamide|
Bicalutamide	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	11	ICI 176334|(+/-)-N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide|ICI 176,334|Bicalutamide|4'-Cyano-alpha,alpha,alpha-trifuloro-3-[(p-fluorophenyl)sulfonyl]-2-methyl-m-lactotoluidide|4-Cyano-3-trifluoromethyl-N-(3-p-fluorophenylsulfonyl-2-hydroxy-2-methylpropionyl)aniline|Casodex|N-[4-Cyano-3-(trifluoromethyl)phenyl]3-3[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methyl-propanamide|BICALUTAMIDE|Cosudex|bicalutamide|
Lomustine	No	DrugBank_Yes	No	No	TTD_Yes	23	1-Nitrosourea, 1-(2-chloroethyl)-3-cyclohexyl-|LOMUSTINE|Belustin|Citostal|Lomustinum|lomustine|Lucostin|Lomeblastin|WR-139017|Lucostine|CeeNU|Chloroethylcyclo- hexylnitrosourea|1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea|Prava|1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea|Lomustine|CCNU|Chloroethylcyclohexylnitrosourea|Cecenu|N-(2-chloroethyl)-N'-cyclohexyl-N-nitrosourea|RB-1509|Belustine|N-(2-Chloroethyl)-N'-cyclohexyl-N-nitrosourea|
Cerdulatinib	IUPHAR_Yes	DrugBank_Yes	No	No	No	6	Cerdulatinib|Syk-JAK Inhibitor PRT062070|Syk/JAK Inhibitor PRT062070|PRT062070|PRT-062070|CERDULATINIB|
Abemaciclib Mesylate	No	No	No	No	No	4	LY-2835219 methanesulfonate|ABEMACICLIB MESYLATE|LY-2835219 Methanesulfonate|Abemaciclib Mesylate|
Molibresib	No	DrugBank_Yes	No	No	No	5	GSK525762|I-BET 762|GSK-525762A|Molibresib|MOLIBRESIB|
Dabrafenib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	9	DABRAFENIB|GSK-2118436A|BRAF_Inhibitor_GSK2118436|GSK-2118436|BRAF Inhibitor GSK2118436|Tafinlar|Dabrafenib|GSK2118436|Benzenesulfonamide, N-(3-(5-(2-amino-4-pyrimidinyl)-2-(1,1-dimethylethyl)-4-thiazolyl)-2-fluorophenyl)-2,6-difluoro-|
Erlotinib Hydrochloride	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	12	Erlotinib Hydrochloride|ERLOTINIB HYDROCHLORIDE|OSI-774|Tarceva|erlotinib hydrochloride|Erlotinib|CP-358,774|erlotinib|N-(3-Ethynylphenyl)-6,7-bis(2-methoxyethoxy)-4-quinazolinamine Monohydrochloride|Erlotinib_Base|Cp-358,774|ERLOTINIB|
Gemcitabine-Releasing Intravesical System	No	No	No	No	No	4	TAR-200|GemRIS|Gemcitabine-Releasing Intravesical System|TAR 200|
PD153035	No	No	No	BindingDB_Yes	No	7	SU-5271 Hcl|ZM 252868 HCl|SU-5271|AG1517 Hcl|AG1517|PD153035 Hcl|ZM 252868|
Nanoparticle-based Paclitaxel Suspension	No	No	No	No	No	2	Nanoparticle-based Paclitaxel Suspension|Nanotax|
Indisulam	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	No	4	Indisulam|E7070|N-(3-Chloro-7-indoyl)-1,4-Benzenedisulfonamide|INDISULAM|
Alpelisib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	TTD_Yes	5	Piqray|BYL719|ALPELISIB|Alpelisib|Phosphoinositide 3-kinase Inhibitor BYL719|
Romidepsin	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	13	depsipeptide|ROMIDEPSIN|L-Valine, N- (3-hydroxy-7-mercapto-1-oxo-4-heptenyl)valyl- cysteinyl-2, 3-didehydro-2-aminobutanoyl-,xi-lactone, cyclic (1-2)-disulfide|Romidepsin|Istodax|FK228|N-[(3S,4E)-3-Hydroxy-7-mercapto-1-oxo-4-heptenyl]-D-valyl-D-cysteinyl-(2Z)-2-amino-2-butenoyl-L-valine, (4->1) Lactone, Cyclic|Depsipeptide|romidepsin|Antibiotic FR 901228|FR901228|L-Valine, N-(3-Hydroxy-7-Mercapto-1-Oxo-4-Heptenyl)-D-Valyl-D-Cysteinyl-(Z)-2,3 -Didehydro-2-Aminobutanoyl-, xi-Lactone, Cyclic (1-2)-Disulfide, (S-(E))-|N-[(3S,4E)-3-Hydroxy-7-mercapto-1-oxo-4-heptenyl]-D-valyl-D-cysteinyl-(2Z)-2-amino-2-butenoyl-L-valine, (4-1) Lactone, Cyclic|
Sonidegib	IUPHAR_Yes	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	9	LDE-225|(1,1'-Biphenyl)-3-carboxamide, N-(6-((2R,6S)-2,6-dimethyl-4-morpholinyl)-3-pyridinyl)-2- methyl-4'-(trifluoromethoxy)-, rel-|Smoothened Antagonist LDE225|Sonidegib|Erismodegib|Oral_Smoothened_Antagonist_LDE225|LDE225|ERISMODEGIB|Odomzo|
Midostaurin	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	11	CGP 41251|N-Benzoyl-Staurosporine|N-benzoyl-staurosporine|N-Benzoylstaurosporine|midostaurin|PKC-412|CGP41251|MIDOSTAURIN|Midostaurin|Rydapt|PKC412|
Rituximab	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	17	Rituximab Biosimilar RTXM83|RTXM83|Chimeric Anti-CD20 Antibody|Monoclonal Antibody IDEC-C2B8|Rituximab|Rituxan|IDEC-C2B8 Monoclonal Antibody|C2B8 Monoclonal Antibody|MabThera|PF-05280586|Rituximab Biosimilar PF-05280586|Rituximab Biosimilar BI 695500|IDEC-C2B8|RITUXIMAB|IDEC-102|rituximab|BI 695500|
Ziv-Aflibercept	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	13	VEGF_Trap|aflibercept|Vascular Endothelial Growth Factor Trap|Aflibercept|VEGF Trap R1R2|AVE0005|Zaltrap|vascular endothelial growth factor trap|Eylea|VEGF-Trap|Ziv-Aflibercept|VEGF Trap|AFLIBERCEPT|
Sipuleucel-T	No	DrugBank_Yes	No	No	No	8	sipuleucel-T|APC8015_Vaccine|APC8015|PA2024 (PAP/GM-CSF)-Loaded Dendritic Cell Vaccine|APC8015 Vaccine|Sipuleucel-T|Provenge|SIPULEUCEL-T|
Isocoumarin NM-3	No	DrugBank_Yes	No	No	No	2	NM-3|Isocoumarin NM-3|
CSF-1R Inhibitor BLZ945	IUPHAR_Yes	No	No	No	No	6	4-[2((1R,2R)-2-Hydroxycyclohexylamino)-benzothiazol-6-yloxyl]-pyridine- 2-carboxylic Acid Methylamide|BLZ945|BLZ 945|CSF-1R Inhibitor BLZ945|BLZ-945|4-((2-(((1R,2R)-2-hydroxycyclohexyl)amino)benzo[d]thiazol-6-yl)oxy)-N-methylpicolinamide|
Flutamide	IUPHAR_Yes	DrugBank_Yes	No	BindingDB_Yes	TTD_Yes	42	Flutaplex|Prostica|flutamide|Cytomid|FLUT|Apimid|Propanamide, 2-Methyl-N-(4-nitro-3-(trifluoromethyl)phenyl)-|Drogenil|FLUTAMIDE|Flucinom|Eulexine|Tecnoflut|Flutamex|Cebatrol|Flutabene|Niftolide|Euflex|Flucinome|Profamid|Fugerel|Sch 13521|Tafenil|Chimax|2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide|Testotard|Eulexin|Grisetin|Alpha,alpha,alpha-trifluoro-2-methy-4'-nitro-m-propionotoluidide|Prostacur|Prostadirex|Flutan|SCH 13521|Fluta-Gry|Flutamide|4'-Nitro-3'-trifluoromethylisobutyranilide|Prostogenat|Flugerel|Oncosal|Flutamin|Fluken|Flulem|Flutacan|
FOLFOX	No	No	No	No	No	11	FOLFOX-4 protocol|Fluorouracil regimen with leucovorin calcium and oxaliplatin|FOLFOX-7 protocol|FOLFOX-7|C410216000|Folfox regimen|Folfox protocol|FOLFOX-6 protocol|FOLFOX-6|FOLFOX-4|Folfox|
Plerixafor	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	9	plerixafor|Plerixafor|1,1'-[1,4-Phenylenebis(methylene)]-bis-1,4,8,11-tetraazacyclotetradecane|AMD 3100|AMD3100|SDZ SID 791|Mozobil|JM-3100|PLERIXAFOR|
HER2-targeted Liposomal Doxorubicin Hydrochloride MM-302	No	No	No	No	TTD_Yes	2	HER2-targeted Liposomal Doxorubicin Hydrochloride MM-302|MM-302|
SB-431542	IUPHAR_Yes	No	KinaseResource_Yes	BindingDB_Yes	No	6	GTPL8216|FHYUGAJXYORMHI-UHFFFAOYSA-N|3tzm|"4-[4-(1,3-benzodioxol-5-yl)-5-pyridin-2-yl-1H-imidazol-2-yl]benzamide"|SB431542|CHEMBL44008|
Cyclophosphamide	No	DrugBank_Yes	No	No	TTD_Yes	48	2-[bis(2-chloroethyl)amino]tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide monohydrate|bis(2-chloroethyl)phosphamide cyclic propanolamide ester monohydrate|Cytophosphane|N,N-bis(2-chloroethyl)-N',O-propylenephosphoric acid ester diamide monohydrate|Bis(2-chloroethyl)phosphoramide cyclic propanolamide ester monohydrate|CYCLOPHOSPHAMIDE|Ciclofosfamida|CTX|Genuxal|Cycloblastine|Revimmune|Cyclophosphan|Cyclophospham|N,N-bis(2-chloroethyl)tetrahydro-2H-1,3,2-oxazaphosphorin-2-amine 2-oxide monohydrate|1-bis(2-chloroethyl)-amino-1-oxo-2-aza-5-oxaphosphoridin monohydrate|Mitoxan|Syklofosfamid|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate|Fosfaseron|Carloxan|Cyclophosphamidum|cyclophosphamide|Cytophosphan|Claphene|(-)-Cyclophosphamide|N,N-bis(2-chloroethyl)-N'-(3-hydroxypropyl)phosphorodiamidic acid intramolecular ester monohydrate|Cyclophosphanum|Clafen|Cyclophosphane|Cyclophosphamid monohydrate|Cytoxan|N,N-bis(beta-chloroethyl)-N',O-trimethylenephosphoric acid ester diamide monohydrate|Cyclostin|Ledoxina|CP monohydrate|Cicloxal|Neosar|Cyclophosphamide|Genoxal|N,N-bis(beta-chloroethyl)-N',O-propylenephosphoric acid ester diamide monohydrate|Cycloblastin|Cyclostine|WR- 138719|Ciclofosfamide|2-[bis(b-chloroethyl)amino]-1-oxa-3-aza-2-phosphacyclohexane-2-oxide monohydrate|N,N-bis(b-chloroethyl)-N',O-trimethylenephosphoric acid ester diamide monohydrate|CYCLO-cell|2-[di(chloroethyl)amino]-1-oxa-3-aza-2-phosphacyclohexane 2-oxide monohydrate|
Recombinant Interferon Alfa-2b	No	DrugBank_Yes	No	No	No	18	recombinant interferon alfa-2b|Recombinant_Interferon_Alfa-2b|Viraferon|Alfatronol|Urifron|INTERFERON ALFA-2B|recombinant|Heberon Alfa|Interferon Alpha-2b|Intron A|Glucoferon|interferon alfa-2b|Recombinant Interferon Alfa-2b|IFN alpha-2B|Recombinants|Interferon Alfa-2B|Sch 30500|Interferon alfa 2b|
Exemestane	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	exemestane|EXEMESTANE|6-Methyleneandrosta-1,4-diene-3,17-dione|FCE-24304|Exemestane|Aromasin|
Darolutamide	No	DrugBank_Yes	No	No	TTD_Yes	8	Darolutamide|DAROLUTAMIDE|BAY1841788|ODM-201|Antiandrogen ODM-201|ODM 201|BAY 1841788|BAY-1841788|
Bevacizumab	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	29	Bevacizumab Biosimilar HD204|Anti-VEGF rhuMAb|rhuMab-VEGF|Anti-VEGF Humanized Monoclonal Antibody|Bevacizumab Biosimilar FKB238|Bevacizumab Biosimilar SCT501|SCT501|Bevacizumab|Bevacizumab Biosimilar LY01008|bevacizumab|Bevacizumab awwb|Bevacizumab Biosimilar BEVZ92|Bevacizumab Biosimilar HLX04|Bevacizumab Biosimilar CT-P16|Bevacizumab Biosimilar QL 1101|BP102|Bevacizumab Biosimilar BI 695502|BEVACIZUMAB|Bevacizumab Biosimilar IBI305|Bevacizumab Biosimilar RPH-001|Bevacizumab Biosimilar MIL60|HD204|Avastin|Immunoglobulin G1 (Human-Mouse Monoclonal rhuMab-VEGF Gamma-Chain Anti-Human Vascular Endothelial Growth Factor), Disulfide With Human-Mouse Monoclonal rhuMab-VEGF Light Chain, Dimer|Bevacizumab Biosimilar CBT 124|Bevacizumab Biosimilar GB-222|BP102 Biosimilar|Anti-VEGF|Recombinant Humanized Anti-VEGF Monoclonal Antibody|
AST-487	IUPHAR_Yes	No	KinaseResource_Yes	BindingDB_Yes	No	43	ZB1589|DTXSID70212239|UNII-W34UO2M4T6|s6662|cid_11409972|AST-487|C26H30F3N7O2|630124-46-8|CHEMBL574738|3-{4-[(4-ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl}-1-(4-{[6-(methylamino)pyrimidin-4-yl]oxy}phenyl)urea|N-[4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)phenyl]-N'-[4-[[6-(methylamino)-4-pyrimidinyl]oxy]phenyl]urea|AST-487/AST487|SYN1210|GTPL5661|NCGC00354729-03|J-519601|CS-0779|1-[4-[(4-ethylpiperazino)methyl]-3-(trifluoromethyl)phenyl]-3-[4-[6-(methylamino)pyrimidin-4-yl]oxyphenyl]urea|3455AH|1-[4-[(4-ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]-3-[4-[6-(methylamino)pyrimidin-4-yl]oxyphenyl]urea|A15003|EC-000.2120|NVP-AST-487|Q27074554|1-[4-[(4-ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)phenyl]-3-[4-[[6-(methylamino)-4-pyrimidinyl]oxy]phenyl]urea|NVP-AST487|BCP21589|HY-15002|"Urea, N-(4-((4-ethyl-1-piperazinyl)methyl)-3-(trifluoromethyl)phenyl)-N'-(4-((6-(methylamino)-4-pyrimidinyl)oxy)phenyl)-"|NVP-AST 487|AST-48|SCHEMBL1684259|EX-A1374|W34UO2M4T6|Kinome_3855|AST487|AST 487|W-5519|BDBM31085|1-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(4-((6-(methylamino)pyrimidin-4-yl)oxy)phenyl)urea|AST-487 (NVP-AST487)|ZINC23247639|cc-640|
Crenolanib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	TTD_Yes	7	4-Piperidinamine, 1-[2-[5-[(3-methyl-3-oxetanyl)methoxy]-1Hbenzimidazol-1-yl]-8-quinolinyl]-|Crenolanib|[1-[2-[5-(3-Methyloxetan-3-ylmethoxy)benzimidazol-1-yl]quinolin-8-yl]piperidin-4-yl]amine|CP-868596|CP-868,596|CRENOLANIB|PDGFR Inhibitor CP-868596|
Etirinotecan Pegol	No	DrugBank_Yes	No	No	No	6	NKTR 102|Onzeald|ETIRINOTECAN PEGOL|Etirinotecan Pegol|PEG-Irinotecan|NKTR-102|
Pomalidomide	No	DrugBank_Yes	No	No	No	10	4-Amino-2-(2,6-dioxo-3-piperidyl)isoindoline-1,3-dione|CC-4047|Imnovid|Pomalidomide|4-Aminothalidomide|Actimid|Pomalyst|POMALIDOMIDE|pomalidomide|3-Amino-N-(2,6-dioxo-3-piperidyl)phthalimide|
Fulvestrant	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	9	ICI 182,780|ICI 182780|FULVESTRANT|Faslodex(ICI 182,780)|ZD9238|fulvestrant|7a-[9-[(4,4,5,5,5,-Pentafluoropentyl)sulphinyl]nonyl]-estra-1,3,5(10)-triene-3,17b-diol|Faslodex|Fulvestrant|
Vadimezan	No	DrugBank_Yes	No	No	No	9	ASA404|dimethylxanthenone acetic acid|Vadimezan|5,6-Dimethylxanthenone-4-Acetic Acid|Dimethyloxoxanthene Acetic Acid|Dimethylxanthenone Acetic Acid|5,6-MexXAA|DMXAA|VADIMEZAN|
Oxaliplatin	No	DrugBank_Yes	No	No	TTD_Yes	25	Dacplat|Diaminocyclohexane Oxalatoplatinum|oxalato (trans-l-1,2-diaminocyclohexane)platinum(II)|RP-54780|trans-l diaminocyclohexane oxalatoplatinum|Oxalatoplatinum|SR-96669|[SP-4-2-(1R-trans)]-(1,2,cyclohexanediamine-N,N')[ethanedioato(2--)-O,O']platinum|Eloxatine|OXALIPLATIN|Eloxatin|Oxaliplatin|oxaliplatin|[(1R,-2R)-1,2-cyclohexanediamine-N,N'][oxalato (2--)-O,O']platinum|Oxalatoplatin|Aiheng|Dacotin|Ai Heng|1-OHP|JM-83|trans-l DACH oxalatoplatinum|ELOXATIN|DACPLAT|RP 54780|oxalato (1R,2R-cyclohexanediamine)platinum(II)|
Canertinib Dihydrochloride	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	8	CI-1033|canertinib|N-[-4-[(3-Chloro-4-fluorophenyl)amino]-7-[3-(4-morpholinyl)propoxy]-6-quinazolinyl]-2-propenamide Dihydrochloride|PD183805|Canertinib Dihydrochloride|CANERTINIB DIHYDROCHLORIDE|PD-0183805-002B|canertinib dihydrochloride|
A-674563	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	No	51	BCP02557|Biochemistry 469551 Compound 11|NCGC00263147-01|552325-73-2|NCGC00263147-05|(S)-1-(5-(3-methyl-1H-indazol-5-yl)pyridin-3-yloxy)-3-phenylpropan-2-amine|3W2X0WGW6C|Q27074076|MFCD11840461|A-674563|"|DTXSID10462115|SCHEMBL2191602|SCHEMBL19031303|W-5491|cc-293|SMR004702798|(alphaS)-alpha-(((5-(3-Methyl-1H-indazol-5-yl)-3-pyridinyl)oxy)methyl)benzeneethanamine|(2S)-1-[5-(3-methyl-2H-indazol-5-yl)pyridin-3-yl]oxy-3-phenylpropan-2-amine|"BENZENEETHANAMINE, .ALPHA.-(((5-(3-METHYL-1H-INDAZOL-5-YL)-3-PYRIDINYL)OXY)METHYL)-, (.ALPHA.S)-"|CHEMBL379218|EX-A023|QC-7249|HY-13254|5-indazolyl pyridine 11g|BDBM15138|A 674563|"indazole-pyridine, 7"|SB19265|SW219834-1|CS-0486|SS3|ZINC16052569|UNII-3W2X0WGW6C|GTPL5655|X7452|AKOS032947302|BCP9000207|a-74563|(2s)-1-{[5-(3-Methyl-1h-Indazol-5-Yl)pyridin-3-Yl]oxy}-3-Phenylpropan-2-Amine|5-(5-((2S)-2-Amino-3-phenylpropoxy)pyridin-3-yl)-3-methyl-1H-indazole|5-{5-[(2S)-2-amino-3-phenylpropoxy]pyridin-3-yl}-3-methyl-1H-indazole|MLS006011000|5-(5-((2S)-2-AMINO-3-PHENYLPROPOXY)PYRIDIN-3-YL)-3-METHYL-1H-INDAZOLE|(S)-1-((5-(3-Methyl-1H-indazol-5-yl)pyridin-3-yl)oxy)-3-phenylpropan-2-amine|(2S)-1-[5-(3-Methyl-1H-indazol-5-yl)pyridin-3-yl]oxy-3-phenylpropan-2-amine|DB08568|A674563|CCG-268139|"Benzeneethanamine, alpha-(((5-(3-methyl-1H-indazol-5-yl)-3-pyridinyl)oxy)methyl)-, (alphaS)-"|s2670|
XAV-939	No	No	No	No	No	1	NVP-XAV939|
Talimogene Laherparepvec	No	DrugBank_Yes	No	No	No	8	Talimogene Laherparepvec|OncoVEX GM-CSF|Imlygic|ICP34.5-, ICP47-deleted Herpes Simplex Virus 1 (HSV-1) Incorporating the Human GM-CSF Gene|GM-CSF-Encoding_Oncolytic_Herpes_Simplex_Virus_Vaccine|JS1 34.5-hGMCSF 47- pA-|T-VEC|TALIMOGENE LAHERPAREPVEC|
Selumetinib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	TTD_Yes	6	Selumetinib|AZD6244|SELUMETINIB|ARRY-142886|MEK Inhibitor AZD6244|MEK inhibitor AZD6244|
Alisertib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	6	Aurora A Kinase Inhibitor MLN8237|Alisertib|Benzoic Acid, 4-((9-Chloro-7-(2-Fluoro-6-Methoxyphenyl)-5H-Pyrimido(5,4-d)(2)Benzazepin-2-yl)Amino)-2-Methoxy-|MLN8237|ALISERTIB|MLN-8237|
Sapanisertib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	No	TTD_Yes	7	SAPANISERTIB|TAK-228|INK-128|Sapanisertib|MLN0128|MLN-0128|INK128|
BMX-IN-1	No	No	No	BindingDB_Yes	No	1	BMX kinase inhibitor|
Ondansetron Hydrochloride	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	13	4H-Carbazol-4-one, 1,2,3,9-Tetrahydro-9-methyl-3-((2-methyl-1H-imidazol-1-yl)methyl)-, Monohydrochloride, (+-)-, Dihydrate|GR 38032F|ONDANSETRON|SN-307|Ondansetron_Hydrochloride|Zofran ODT|Zofran|ONDANSETRON HYDROCHLORIDE|ondansetron|Ondansetron Hydrochloride|GR-C507/75|Ondansetron|ondansetron hydrochloride|
Pictilisib	IUPHAR_Yes	DrugBank_Yes	KinaseResource_Yes	BindingDB_Yes	TTD_Yes	7	PICTILISIB|GDC0941|2-(1H-indazol-4-yl)-6-((4-(methanesulfonyl)piperazin-1-yl)methyl)-4-(morpholin-4-yl)thieno(3,2-d)pyrimidine|4-(2-(1H-indazol-4-yl)-6-((4-(methylsulfonyl)piperazin-1-yl)methyl)thieno(3,2-d)pyrimidin-4-yl)morpholine|GDC 0941|Pictilisib|GDC-0941|
Osimertinib	IUPHAR_Yes	DrugBank_Yes	No	BindingDB_Yes	No	8	OSIMERTINIB|Tagrisso|EGFR_Inhibitor_AZD9291|AZD-9291|Osimertinib|Mereletinib|2-Propenamide, N-(2-((2-(dimethylamino)ethyl)methylamino)-4-methoxy-5-((4-(1-methyl-1H-indol-3-yl)-2-pyrimidinyl)amino)phenyl)-|AZD9291|
Denosumab	IUPHAR_Yes	DrugBank_Yes	No	No	TTD_Yes	8	DENOSUMAB|Densosumab|Prolia|Xgeva|AMG 162|Denosumab|AMG-162|denosumab|
