Ligand id,Name,Species,Type,Approved,Withdrawn,Labelled,Radioactive,PubChem SID,PubChem CID,UniProt id,IUPAC name,INN,Synonyms,SMILES,InChIKey,InChI
8091,reslizumab,,Antibody,,,,,249565771,,,,reslizumab,CDP-835|CDP835|JES1-39D10|SCH55700,,,
7502,resminostat,,Synthetic organic,,,,,187051804,11609955,,(E)-3-[1-[4-(dimethylaminomethyl)phenyl]sulfonylpyrrol-3-yl]-N-hydroxyprop-2-enamide,resminostat,4SC-201|BYK408740|RAS2410,ONC(=O)/C=C/c1ccn(c1)S(=O)(=O)c1ccc(cc1)CN(C)C,FECGNJPYVFEKOD-VMPITWQZSA-N,"InChI=1S/C16H19N3O4S/c1-18(2)11-13-3-6-15(7-4-13)24(22,23)19-10-9-14(12-19)5-8-16(20)17-21/h3-10,12,21H,11H2,1-2H3,(H,17,20)/b8-5+"
8736,resokine,,Peptide,,,,,252827394,,,,,aTyr 1920|HisRSN4|HRS(1-60),,,
3934,resolvin D1,,Metabolite,,,,,178100762,73755062,,"(4Z,7S,8S,9E,11E,13Z,15E,17S,19Z)-7,8,17-trihydroxydocosa-4,9,11,13,15,19-hexaenoic acid",,RvD1,CC/C=C\C[C@@H](/C=C/C=C\C=C\C=C\[C@@H]([C@H](C/C=C\CCC(=O)O)O)O)O,OIWTWACQMDFHJG-LDOXQWQISA-N,"InChI=1S/C22H32O5/c1-2-3-9-14-19(23)15-10-6-4-5-7-11-16-20(24)21(25)17-12-8-13-18-22(26)27/h3-12,15-16,19-21,23-25H,2,13-14,17-18H2,1H3,(H,26,27)/b6-4-,7-5+,9-3-,12-8-,15-10+,16-11+/t19-,20-,21-/m0/s1"
5417,resolvin D2,,Metabolite,,,,,178102070,16061136,,"(4Z,7R,8E,10Z,12E,14E,17S,19Z)-7,16,17-trihydroxydocosa-4,8,10,12,14,19-hexaenoic acid",,,CC/C=C\C[C@@H](C(/C=C/C=C/C=C\C=C\[C@@H](C/C=C\CCC(=O)O)O)O)O,IKFAUGXNBOBQDM-GIINMYNKSA-N,"InChI=1S/C22H32O5/c1-2-3-9-16-20(24)21(25)17-12-7-5-4-6-10-14-19(23)15-11-8-13-18-22(26)27/h3-12,14,17,19-21,23-25H,2,13,15-16,18H2,1H3,(H,26,27)/b6-4-,7-5+,9-3-,11-8-,14-10+,17-12+/t19-,20-,21?/m0/s1"
3333,resolvin E1,,Metabolite,,,,,178100364,10473088,,"(5S,6Z,8E,10E,12R,14Z,16E,18R)-5,12,18-trihydroxyicosa-6,8,10,14,16-pentaenoic acid",,RvE1,CC[C@H](/C=C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O)O,AOPOCGPBAIARAV-OTBJXLELSA-N,"InChI=1S/C20H30O5/c1-2-17(21)11-8-5-9-14-18(22)12-6-3-4-7-13-19(23)15-10-16-20(24)25/h3-9,11-13,17-19,21-23H,2,10,14-16H2,1H3,(H,24,25)/b4-3+,9-5-,11-8+,12-6+,13-7-/t17-,18+,19-/m1/s1"
8741,resveratrol,,Natural product,,,,,252827399,445154,,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",,"3,4',5-stilbenetriol|3,5,4'-trihydroxystilbene|trans-resveratrol",Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+"
2601,retigabine,,Synthetic organic,yes,,,,135650896,121892,,ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate,retigabine,AWD-21360|ezogabine|Potiga&reg;|Trobalt&reg;|WAY-143841,CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,PCOBBVZJEWWZFR-UHFFFAOYSA-N,"InChI=1S/C16H18FN3O2/c1-2-22-16(21)20-15-8-7-13(9-14(15)18)19-10-11-3-5-12(17)6-4-11/h3-9,19H,2,10,18H2,1H3,(H,20,21)"
5253,retinoblastoma-associated protein,Human,Peptide,,,,,178101937,,P06400,,,pRb|Rb|retinoblastoma cell cycle regulation protein,,,
4053,retinol,,Metabolite,,,,,178100877,445354,,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraen-1-ol",retinol,all-trans-retinol,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+"
8403,retosiban,,Synthetic organic,,,,,252166613,11340891,,"(3R,6R)-6-[(2S)-butan-2-yl]-3-(2,3-dihydro-1H-inden-2-yl)-1-[(1R)-1-(2-methyl-1,3-oxazol-4-yl)-2-morpholin-4-yl-2-oxoethyl]piperazine-2,5-dione",retosiban,"GSK-221,149-A|GSK-221149A|GSK221149A",CC[C@@H]([C@@H]1C(=O)N[C@@H](C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(n1)C)C1Cc2c(C1)cccc2)C,PLVGDGRBPMVYPB-FDUHJNRSSA-N,"InChI=1S/C27H34N4O5/c1-4-16(2)23-25(32)29-22(20-13-18-7-5-6-8-19(18)14-20)26(33)31(23)24(21-15-36-17(3)28-21)27(34)30-9-11-35-12-10-30/h5-8,15-16,20,22-24H,4,9-14H2,1-3H3,(H,29,32)/t16-,22+,23+,24+/m0/s1"
1486,RF9,,Peptide,,,,,135652436,53320361,,,,1-Adamantanecarbonyl-RF-NH2,NC(=N)NCCC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)C12CC3CC(C2)CC(C1)C3,UMKHUSRDQFQHAK-RNJMTYCLSA-N,"InChI=1S/C26H38N6O3/c27-22(33)21(12-16-5-2-1-3-6-16)31-23(34)20(7-4-8-30-25(28)29)32-24(35)26-13-17-9-18(14-26)11-19(10-17)15-26/h1-3,5-6,17-21H,4,7-15H2,(H2,27,33)(H,31,34)(H,32,35)(H4,28,29,30)/t17?,18?,19?,20-,21-,26?/m0/s1"
5340,RFRP-1,Human,Peptide,,,,,178102004,,Q9HCQ7,,,neuropeptide RFRP-1,,,
5373,RFRP-2,Human,Peptide,,,,,178102032,,Q9HCQ7,,,neuropeptide RFRP-2,,,
4016,RFRP-3,Human,Peptide,,,,,178100842,,Q9HCQ7,,,neuropeptide RFRP-3|NPVF,,,
7744,RGB-286638,,Synthetic organic,,,,,223366077,11285002,,"1-[3-[4-[[4-(2-methoxyethyl)piperazin-1-yl]methyl]phenyl]-4-oxo-1H-indeno[2,1-d]pyrazol-5-yl]-3-morpholin-4-ylurea",,RGB 286638|RGB286638,COCCN1CCN(CC1)Cc1ccc(cc1)c1n[nH]c2c1C(=O)c1c2cccc1NC(=O)NN1CCOCC1,XLSYZSRXVVCHLS-UHFFFAOYSA-N,"InChI=1S/C29H35N7O4/c1-39-16-13-34-9-11-35(12-10-34)19-20-5-7-21(8-6-20)26-25-27(32-31-26)22-3-2-4-23(24(22)28(25)37)30-29(38)33-36-14-17-40-18-15-36/h2-8H,9-19H2,1H3,(H,31,32)(H2,30,33,38)"
7501,RGFP109,,Synthetic organic,,,,,187051803,56654642,,N-(2-aminophenyl)-6-[(4-methylphenyl)formamido]hexanamide,,RG-2833|RG2833|RGFP-109,O=C(Nc1ccccc1N)CCCCCNC(=O)c1ccc(cc1)C,VOPDXHFYDJAYNS-UHFFFAOYSA-N,"InChI=1S/C20H25N3O2/c1-15-10-12-16(13-11-15)20(25)22-14-6-2-3-9-19(24)23-18-8-5-4-7-17(18)21/h4-5,7-8,10-13H,2-3,6,9,14,21H2,1H3,(H,22,25)(H,23,24)"
7500,RGFP966,,Synthetic organic,,,,,187051802,56650312,,(2E)-N-(2-amino-4-fluorophenyl)-3-{1-[(2E)-3-phenylprop-2-en-1-yl]-1H-pyrazol-4-yl}prop-2-enamide,,RGFP-966,O=C(Nc1ccc(cc1N)F)/C=C/c1cnn(c1)C/C=C/c1ccccc1,BLVQHYHDYFTPDV-VCABWLAWSA-N,"InChI=1S/C21H19FN4O/c22-18-9-10-20(19(23)13-18)25-21(27)11-8-17-14-24-26(15-17)12-4-7-16-5-2-1-3-6-16/h1-11,13-15H,12,23H2,(H,25,27)/b7-4+,11-8+"
8033,RGS4 inhibitor 11b,,Synthetic organic,,,,,249565713,6539137,,"4-butyl-2-ethyl-1,2,4-thiadiazolidine-3,5-dione",,thiadiazolidinone (TDZD) deriv. 6,CCCCn1c(=O)sn(c1=O)CC,WTFFYZGCISALRI-UHFFFAOYSA-N,"InChI=1S/C8H14N2O2S/c1-3-5-6-9-7(11)10(4-2)13-8(9)12/h3-6H2,1-2H3"
8034,RGS4 inhibitor 13,,Synthetic organic,,,,,249565714,57330144,,"2-ethyl-4-(2-methoxyethyl)-1,2,4-thiadiazolidine-3,5-dione",,,COCCn1c(=O)sn(c1=O)CC,NCTIMJFWDQCLDW-UHFFFAOYSA-N,"InChI=1S/C7H12N2O3S/c1-3-9-6(10)8(4-5-12-2)7(11)13-9/h3-5H2,1-2H3"
5255,RHC80267,,Synthetic organic,,,,,178101939,5063,,cyclohexylideneamino N-[6-({[(cyclohexylideneamino)oxy]carbonyl}amino)hexyl]carbamate,,RHC 80267|RHC-80267|U 57908,O=C(ON=C1CCCCC1)NCCCCCCNC(=O)ON=C1CCCCC1,RXSVYGIGWRDVQC-UHFFFAOYSA-N,"InChI=1S/C20H34N4O4/c25-19(27-23-17-11-5-3-6-12-17)21-15-9-1-2-10-16-22-20(26)28-24-18-13-7-4-8-14-18/h1-16H2,(H,21,25)(H,22,26)"
6663,&rho;-Da1a,,Peptide,,,,,178103275,,P85092,,,toxin AdTx1,,,
4607,rhodamine123,,Synthetic organic,,,,,178101327,4541001,,[6-amino-9-(2-methoxycarbonylphenyl)xanthen-3-ylidene]azanium,,rhodamine 123,COC(=O)c1ccccc1c1c2ccc(=[NH2+])cc2oc2c1ccc(c2)N,FCGVBHISQBBIQF-UHFFFAOYSA-O,"InChI=1S/C21H16N2O3/c1-25-21(24)15-5-3-2-4-14(15)20-16-8-6-12(22)10-18(16)26-19-11-13(23)7-9-17(19)20/h2-11,22H,23H2,1H3/p+1"
6165,Rhodei-litorin,,Peptide,,,,,178102786,57340152,P08946,,,rohdeilitorin,,,
5174,Rho GDP dissociation inhibitor beta,Human,Peptide,,,,,178101864,,P52566,,,D4-GDI|Rho GDP-dissociation inhibitor 2|Rho-GDI 2|Rho-GDI beta,,,
6032,Rho kinase inhibitor III,,Synthetic organic,,,,,178102654,644354,,3-(pyridin-4-yl)-1H-indole,,rockout,n1ccc(cc1)c1c[nH]c2c1cccc2,LLJRXVHJOJRCSM-UHFFFAOYSA-N,"InChI=1S/C13H10N2/c1-2-4-13-11(3-1)12(9-15-13)10-5-7-14-8-6-10/h1-9,15H"
6033,Rho kinase inhibitor IV,,Synthetic organic,,,,,178102655,11976582,,"2-amino-1-[(3S)-3-methyl-4-(4-methylisoquinoline-5-sulfonyl)-1,4-diazepan-1-yl]ethan-1-one",,glycyl-H 1152,NCC(=O)N1CCCN([C@H](C1)C)S(=O)(=O)c1cccc2c1c(C)cnc2,CMKMGFAUKPAOMG-AWEZNQCLSA-N,"InChI=1S/C18H24N4O3S/c1-13-10-20-11-15-5-3-6-16(18(13)15)26(24,25)22-8-4-7-21(12-14(22)2)17(23)9-19/h3,5-6,10-11,14H,4,7-9,12,19H2,1-2H3/t14-/m0/s1"
507,rho-TIA,,Peptide,,,,,135652438,,P58811,,,&rho;-TIA|&rho;-TIA conotoxin|19-amino acid conopeptide|rho-conotoxin TIA,,,
6842,ribavirin,,Synthetic organic,yes,,,,178103448,37542,,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboxamide",ribavirin,Copegus&reg;|ribofluranosyl carboxamide|Virazole&reg;,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(n1)C(=O)N,IWUCXVSUMQZMFG-AFCXAGJDSA-N,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1"
7383,ribociclib,,Synthetic organic,,,,,178103955,44631912,,"7-cyclopentyl-N,N-dimethyl-2-{[5-(piperazin-1-yl)pyridin-2-yl]amino}-7H-pyrrolo[2,3-d]pyrimidine-6-carboxamide",ribociclib,LEE-011|LEE011,CN(C(=O)c1cc2c(n1C1CCCC1)nc(nc2)Nc1ccc(cn1)N1CCNCC1)C,RHXHGRAEPCAFML-UHFFFAOYSA-N,"InChI=1S/C23H30N8O/c1-29(2)22(32)19-13-16-14-26-23(28-21(16)31(19)17-5-3-4-6-17)27-20-8-7-18(15-25-20)30-11-9-24-10-12-30/h7-8,13-15,17,24H,3-6,9-12H2,1-2H3,(H,25,26,27,28)"
6578,riboflavin,,Metabolite,,,,,178103192,493570,,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",,,OC[C@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O,AUNGANRZJHBGPY-SCRDCRAPSA-N,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1"
3728,ribosomal protein S19,Human,Peptide,,,,,178100599,,P39019,,,RP-S19|RPS19|S19 ribosomal protein,,,
5256,ribosomal protein S6,Human,Peptide,,,,,178101940,,P62753,,,40S ribosomal protein S6|phosphoprotein NP33|rpS6,,,
2302,ricasetron,,Synthetic organic,,,,,135650899,,,"3,3-dimethyl-N-[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl]-2H-indole-1-carboxamide",ricasetron,BRL-46470,CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)N1CC(c2c1cccc2)(C)C,ILXWRFDRNAKTDD-QDMKHBRRSA-N,"InChI=1S/C19H27N3O/c1-19(2)12-22(17-7-5-4-6-16(17)19)18(23)20-13-10-14-8-9-15(11-13)21(14)3/h4-7,13-15H,8-12H2,1-3H3,(H,20,23)/t13-,14+,15-"
7010,ricolinostat,,Synthetic organic,,,,,178103589,53340666,,N-[7-(hydroxyamino)-7-oxoheptyl]-2-(N-phenylanilino)pyrimidine-5-carboxamide,ricolinostat,ACY-1215,ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c1ccccc1)c1ccccc1,QGZYDVAGYRLSKP-UHFFFAOYSA-N,"InChI=1S/C24H27N5O3/c30-22(28-32)15-9-1-2-10-16-25-23(31)19-17-26-24(27-18-19)29(20-11-5-3-6-12-20)21-13-7-4-8-14-21/h3-8,11-14,17-18,32H,1-2,9-10,15-16H2,(H,25,31)(H,28,30)"
7884,ridaforolimus,,Synthetic organic,,,,,223366213,11520894,,,ridaforolimus,AP-23573|AP23573|deforolimus|MK-8669,CO[C@@H]1C[C@@H](CC[C@H]1OP(=O)(C)C)C[C@H]([C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C1)C)/C)O)OC)C)C)/C)C,BUROJSBIWGDYCN-GAUTUEMISA-N,"InChI=1S/C53H84NO14P/c1-32-18-14-13-15-19-33(2)44(63-8)30-40-23-21-38(7)53(61,67-40)50(58)51(59)54-25-17-16-20-41(54)52(60)66-45(35(4)28-39-22-24-43(46(29-39)64-9)68-69(11,12)62)31-42(55)34(3)27-37(6)48(57)49(65-10)47(56)36(5)26-32/h13-15,18-19,27,32,34-36,38-41,43-46,48-49,57,61H,16-17,20-26,28-31H2,1-12H3/b15-13+,18-14+,33-19+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1"
2765,rifampicin,,Natural product,yes,,,,135652711,,,,rifampicin,Rifadin&reg;|rifampin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(CC4)C)c(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1"
4570,rifamycin SV,,Natural product,,,,,178101291,6324616,,"(7S,11S,12R,13S,14R,15R,16R,17S,18S,19Z,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25(29),26-octaen-13-yl acetate",rifamycin,,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,HJYYPODYNSCCOU-ODRIEIDWSA-N,"InChI=1S/C37H47NO12/c1-16-11-10-12-17(2)36(46)38-23-15-24(40)26-27(32(23)44)31(43)21(6)34-28(26)35(45)37(8,50-34)48-14-13-25(47-9)18(3)33(49-22(7)39)20(5)30(42)19(4)29(16)41/h10-16,18-20,25,29-30,33,40-44H,1-9H3,(H,38,46)/b11-10+,14-13+,17-12-/t16-,18+,19+,20+,25-,29-,30+,33+,37-/m0/s1"
7833,rigosertib,,Synthetic organic,,,,,223366164,6918736,,"2-[[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]phenyl]amino]acetic acid",rigosertib,Estybon&reg; (proposed trade name)|ON-01910|ON01910.Na,COc1cc(OC)cc(c1/C=C/S(=O)(=O)Cc1ccc(c(c1)NCC(=O)O)OC)OC,OWBFCJROIKNMGD-BQYQJAHWSA-N,"InChI=1S/C21H25NO8S/c1-27-15-10-19(29-3)16(20(11-15)30-4)7-8-31(25,26)13-14-5-6-18(28-2)17(9-14)22-12-21(23)24/h5-11,22H,12-13H2,1-4H3,(H,23,24)/b8-7+"
7376,rilapladib,,Synthetic organic,,,,,178103948,9918381,,"2-[2-[(2,3-difluorophenyl)methylsulfanyl]-4-oxoquinolin-1-yl]-N-[1-(2-methoxyethyl)piperidin-4-yl]-N-[[4-[4-(trifluoromethyl)phenyl]phenyl]methyl]acetamide",rilapladib,SB 659032,COCCN1CCC(CC1)N(C(=O)Cn1c(SCc2cccc(c2F)F)cc(=O)c2c1cccc2)Cc1ccc(cc1)c1ccc(cc1)C(F)(F)F,NNBGCSGCRSCFEA-UHFFFAOYSA-N,"InChI=1S/C40H38F5N3O3S/c1-51-22-21-46-19-17-32(18-20-46)47(24-27-9-11-28(12-10-27)29-13-15-31(16-14-29)40(43,44)45)37(50)25-48-35-8-3-2-6-33(35)36(49)23-38(48)52-26-30-5-4-7-34(41)39(30)42/h2-16,23,32H,17-22,24-26H2,1H3"
6790,rilonacept,,Antibody,yes,,,,178103396,,,,rilonacept,Arcalyst&reg;|IL-1 Trap|interleukin-1 Trap,,,
7986,rilotumumab,,Antibody,,,,,249565667,,,,rilotumumab,AMG 102|AMG102,,,
2326,riluzole,,Synthetic organic,yes,,,,135650900,5070,,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine",riluzole,Rilutek&reg;|RP-54274,Nc1nc2c(s1)cc(cc2)OC(F)(F)F,FTALBRSUTCGOEG-UHFFFAOYSA-N,"InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)"
7099,rimexolone,,Metabolite,yes,,,,178103677,5311412,,"(8S,9S,10R,11S,13S,14S,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",rimexolone,ORG-6216|Vexol&reg;,CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,QTTRZHGPGKRAFB-OOKHYKNYSA-N,"InChI=1S/C24H34O3/c1-6-20(27)24(5)14(2)11-18-17-8-7-15-12-16(25)9-10-22(15,3)21(17)19(26)13-23(18,24)4/h9-10,12,14,17-19,21,26H,6-8,11,13H2,1-5H3/t14-,17+,18+,19+,21-,22+,23+,24-/m1/s1"
743,rimonabant,,Synthetic organic,yes,yes,,,135650901,104850,,"5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-4-methyl-N-piperidin-1-ylpyrazole-3-carboxamide",rimonabant,A 281|Acomplia&reg;|SR 141716,Clc1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,JZCPYUJPEARBJL-UHFFFAOYSA-N,"InChI=1S/C22H21Cl3N4O/c1-14-20(22(30)27-28-11-3-2-4-12-28)26-29(19-10-9-17(24)13-18(19)25)21(14)15-5-7-16(23)8-6-15/h5-10,13H,2-4,11-12H2,1H3,(H,27,30)"
5257,riociguat,,Synthetic organic,yes,,,,178101941,11304743,,"methyl N-(4,6-diamino-2-{1-[(2-fluorophenyl)methyl]-1H-pyrazolo[3,4-b]pyridin-3-yl}pyrimidin-5-yl)-N-methylcarbamate",riociguat,Adempas&reg;|BAY 63-2521,COC(=O)N(c1c(N)nc(nc1N)c1nn(c2c1cccn2)Cc1ccccc1F)C,WXXSNCNJFUAIDG-UHFFFAOYSA-N,"InChI=1S/C20H19FN8O2/c1-28(20(30)31-2)15-16(22)25-18(26-17(15)23)14-12-7-5-9-24-19(12)29(27-14)10-11-6-3-4-8-13(11)21/h3-9H,10H2,1-2H3,(H4,22,23,25,26)"
8922,risankizumab,,Antibody,,,,,310264703,,,,risankizumab,BI 655066|BI-655066,,,
3176,risedronate,,Synthetic organic,yes,,,,135650902,5245,,[1-hydroxy-1-phosphono-2-(pyridin-3-yl)ethyl]phosphonic acid,risedronic acid,Actonel&reg;|Atelvia&reg;|NE-58095|risedronate sodium,OP(=O)(C(P(=O)(O)O)(Cc1cccnc1)O)O,IIDJRNMFWXDHID-UHFFFAOYSA-N,"InChI=1S/C7H11NO7P2/c9-7(16(10,11)12,17(13,14)15)4-6-2-1-3-8-5-6/h1-3,5,9H,4H2,(H2,10,11,12)(H2,13,14,15)"
96,risperidone,,Synthetic organic,yes,,,,135650903,5073,,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[2,1-b]pyrimidin-4-one",risperidone,R-64-766|R-64766|Risperdal&reg;,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2,RAPZEAPATHNIPO-UHFFFAOYSA-N,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3"
97,ritanserin,,Synthetic organic,,,,,135650904,5074,,"6-[2-[4-[bis(4-fluorophenyl)methylidene]piperidin-1-yl]ethyl]-7-methyl-[1,3]thiazolo[2,3-b]pyrimidin-5-one",ritanserin,R-55667,Fc1ccc(cc1)C(=C1CCN(CC1)CCc1c(C)nc2n(c1=O)ccs2)c1ccc(cc1)F,JUQLTPCYUFPYKE-UHFFFAOYSA-N,"InChI=1S/C27H25F2N3OS/c1-18-24(26(33)32-16-17-34-27(32)30-18)12-15-31-13-10-21(11-14-31)25(19-2-6-22(28)7-3-19)20-4-8-23(29)9-5-20/h2-9,16-17H,10-15H2,1H3"
7294,ritodrine,,Synthetic organic,yes,yes,,,178103867,33572,,"4-(2-{[(1R,2S)-1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]amino}ethyl)phenol",ritodrine,DU-21220|Yutopar&reg;,Oc1ccc(cc1)CCN[C@H]([C@@H](c1ccc(cc1)O)O)C,IOVGROKTTNBUGK-SJCJKPOMSA-N,"InChI=1S/C17H21NO3/c1-12(17(21)14-4-8-16(20)9-5-14)18-11-10-13-2-6-15(19)7-3-13/h2-9,12,17-21H,10-11H2,1H3/t12-,17-/m0/s1"
8804,ritonavir,,Synthetic organic,yes,,,,252827462,392622,,"1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-di(phenyl)hexan-2-yl]carbamate",ritonavir,A-84538|ABBOTT-84538|ABT 538|ABT-538|Norvir&reg;,O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,NCDNCNXCDXHOMX-XGKFQTDJSA-N,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1"
6780,rituximab,,Antibody,yes,,,,178103386,,,,rituximab,HSDB 7455|MabThera&reg;|Rituxan&reg;,,,
3994,rivanicline,,Synthetic organic,,,,,178100820,5310967,,(E)-N-methyl-4-pyridin-3-ylbut-3-en-1-amine,rivanicline,metanicotine|RJR-2403|TC 2403|TC-2403|TC2403|trans-metanicotine,CNCC/C=C/c1cccnc1,JUOSGGQXEBBCJB-GORDUTHDSA-N,"InChI=1S/C10H14N2/c1-11-7-3-2-5-10-6-4-8-12-9-10/h2,4-6,8-9,11H,3,7H2,1H3/b5-2+"
6388,rivaroxaban,,Synthetic organic,yes,,,,178103004,9875401,,"5-chloro-N-[[(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl]methyl]thiophene-2-carboxamide",rivaroxaban,BAY 59-7939|Xarelto&reg;,O=C1O[C@H](CN1c1ccc(cc1)N1CCOCC1=O)CNC(=O)c1ccc(s1)Cl,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m0/s1"
